pet_13850, 3388, 喝咖啡, 睡覺
pet_6126, 3392, 老闆, 加薪
pet_3394, 3392, 老闆, 加薪
pet_4783, 3392, 老闆, 加薪
pet_14220, 3392, 老闆, 虧錢
pet_13455, 3392, 老闆, 虧錢
pet_11829, 3392, 老闆, 虧錢
pet_11374, 3392, 老闆, 虧錢
pet_10284, 3392, 老闆, 虧錢
pet_8599, 3392, 老闆, 虧錢
pet_11915, 3354, 洗澡, 變香
pet_11915, 3354, 洗澡, 變香
pet_3398, 3354, 洗澡, 變香
pet_3350, 3392, 學生, 上班
pet_4715, 3392, 學生, 上班
pet_8946, 3354, 我, 舒服
pet_8344, 3354, 我, 舒服
pet_3412, 3354, 我, 舒服
pet_8344, 3354, 你, 舒服
pet_3412, 3354, 你, 舒服
pet_12102, 3390, 大象, 喝水
pet_7978, 3390, 大象, 喝水
pet_13133, 3390, 大象, 吃飯
pet_3416, 3390, 大象, 吃飯
pet_12848, 3390, 小豬, 吃東西
pet_10686, 3390, 小豬, 吃東西
pet_11237, 3390, 小豬, 吃東西
pet_7138, 3390, 小豬, 吃東西
pet_6435, 3390, 小豬, 吃東西
pet_248, 3390, 小豬, 吃東西
pet_5868, 3399, 香蕉, 吃
pet_6049, 3399, 香蕉, 吃
pet_5601, 3399, 香蕉, 吃
pet_139, 3399, 香蕉, 吃
pet_14302, 3399, 糖果, 好吃
pet_14302, 3399, 糖果, 好吃
pet_13460, 3399, 糖果, 好吃
pet_12609, 3399, 糖果, 好吃
pet_12369, 3399, 糖果, 好吃
pet_11097, 3399, 糖果, 好吃
pet_11915, 3399, 糖果, 好吃
pet_386, 3399, 糖果, 好吃
pet_12479, 3399, 糖果, 不好吃
pet_139, 3399, 糖果, 不好吃
pet_12547, 3380, 床, 做愛
pet_7997, 3380, 床, 做愛
pet_2566, 3353, 白目, 生氣
pet_3421, 3353, 白目, 生氣
pet_8068, 3367, 高蛋白營養液, 蛋白質
pet_3422, 3367, 高蛋白營養液, 蛋白質
pet_7721, 3383, 你, 讀書
pet_11221, 3383, 你, 讀書
pet_11094, 3383, 你, 讀書
pet_10764, 3383, 你, 讀書
pet_9900, 3383, 你, 讀書
pet_7766, 3383, 你, 讀書
pet_7766, 3383, 你, 讀書
pet_5508, 3383, 你, 讀書
pet_7365, 3383, 你, 哭
pet_3197, 3383, 你, 哭
pet_12798, 3353, 做愛, 大叫
pet_3421, 3353, 做愛, 大叫
pet_3421, 3390, 飯桶, 吃飯
pet_2907, 3390, 飯桶, 吃飯
pet_6776, 3380, 字典, 看書
pet_9873, 3380, 字典, 看書
pet_3414, 3380, 字典, 看書
pet_13935, 3380, 檯燈, 看書
pet_11396, 3380, 檯燈, 看書
pet_11778, 3380, 檯燈, 看書
pet_10233, 3380, 檯燈, 看書
pet_10673, 3380, 檯燈, 看書
pet_8758, 3380, 檯燈, 看書
pet_9862, 3380, 檯燈, 看書
pet_5009, 3380, 檯燈, 看書
pet_3414, 3380, 檯燈, 看書
pet_3961, 3380, 檯燈, 看書
pet_3421, 3409, 藍色, 小叮噹
pet_11962, 3409, 藍色, 天空
pet_9392, 3409, 藍色, 天空
pet_13387, 3409, 藍色, 天空
pet_5949, 3409, 藍色, 天空
pet_13387, 3409, 藍色, 天空
pet_13226, 3409, 藍色, 天空
pet_11915, 3409, 藍色, 天空
pet_7721, 3409, 藍色, 天空
pet_12576, 3409, 藍色, 天空
pet_11635, 3409, 藍色, 天空
pet_12397, 3409, 藍色, 天空
pet_28, 3409, 藍色, 天空
pet_6517, 3409, 藍色, 天空
pet_11405, 3409, 藍色, 天空
pet_386, 3409, 藍色, 天空
pet_11596, 3409, 藍色, 天空
pet_127, 3409, 藍色, 天空
pet_10673, 3409, 藍色, 天空
pet_11310, 3409, 藍色, 天空
pet_11083, 3409, 藍色, 天空
pet_9735, 3409, 藍色, 天空
pet_7556, 3409, 藍色, 天空
pet_7298, 3409, 藍色, 天空
pet_248, 3409, 藍色, 天空
pet_5947, 3409, 藍色, 天空
pet_6121, 3409, 藍色, 天空
pet_5910, 3409, 藍色, 天空
pet_5899, 3409, 藍色, 天空
pet_5177, 3409, 藍色, 天空
pet_4715, 3409, 藍色, 天空
pet_3421, 3409, 藍色, 天空
pet_3526, 3409, 藍色, 天空
pet_6164, 3353, 睡不著, 聊天
pet_3421, 3353, 睡不著, 聊天
pet_4478, 3391, 學生, 不念書
pet_6862, 3391, 學生, 不念書
pet_3421, 3391, 學生, 不念書
pet_4578, 3385, 吃飯, 巴豆妖
pet_3421, 3385, 吃飯, 巴豆妖
pet_4099, 3385, 吃飯, 巴豆妖
pet_11653, 3412, 水災, 划船
pet_3421, 3412, 水災, 划船
pet_5785, 3368, 大便, 冰淇淋
pet_5340, 3387, 熱心, 人緣
pet_3371, 3387, 熱心, 人緣
pet_4263, 3353, 寂寞, 女朋友
pet_12421, 3353, 寂寞, 女朋友
pet_9434, 3353, 寂寞, 女朋友
pet_3371, 3353, 寂寞, 女朋友
pet_13653, 3412, 大便, 流汗
pet_12151, 3412, 大便, 流汗
pet_3371, 3412, 大便, 流汗
pet_12151, 3412, 大便, 憋氣
pet_167, 3412, 大便, 憋氣
pet_3371, 3412, 大便, 憋氣
pet_13900, 3412, 大便, 抽菸
pet_13455, 3412, 大便, 抽菸
pet_12224, 3412, 大便, 抽菸
pet_3247, 3412, 大便, 抽菸
pet_11874, 3390, 宅男, 打電腦
pet_5210, 3390, 宅男, 打電腦
pet_6311, 3390, 宅男, 打電腦
pet_3247, 3390, 宅男, 打電腦
pet_10818, 3383, 貓, 吃貓食
pet_4440, 3383, 貓, 吃貓食
pet_7918, 3383, 貓, 吃貓食
pet_6872, 3383, 貓, 吃貓食
pet_6097, 3383, 貓, 吃貓食
pet_3247, 3383, 貓, 吃貓食
pet_3398, 3356, 做愛, 有小孩
pet_3814, 3356, 做愛, 有小孩
pet_13247, 3383, 老婆, 煮飯
pet_11911, 3383, 老婆, 煮飯
pet_8712, 3383, 老婆, 煮飯
pet_6262, 3383, 老婆, 煮飯
pet_5610, 3383, 老婆, 煮飯
pet_6262, 3383, 老婆, 生小孩
pet_3371, 3383, 老婆, 生小孩
pet_4347, 3383, 老婆, 生小孩
pet_8980, 3383, 老婆, 撒嬌
pet_3371, 3383, 老婆, 撒嬌
pet_10424, 3392, 老師, 放假
pet_11060, 3392, 老師, 放假
pet_3371, 3392, 老師, 放假
pet_5090, 3353, 孤單, 吃東西
pet_3371, 3353, 孤單, 吃東西
pet_259, 3391, 老師, 體罰
pet_3371, 3391, 老師, 體罰
pet_11768, 3384, 做愛, 爽
pet_8758, 3384, 做愛, 爽
pet_3424, 3384, 做愛, 爽
pet_4002, 3384, 做愛, 爽
pet_3378, 3391, 貓咪, 抱抱
pet_3377, 3391, 貓咪, 抱抱
pet_11480, 3391, 貓咪, 喵喵叫
pet_3378, 3391, 貓咪, 喵喵叫
pet_9808, 3392, 媽媽, 睡覺
pet_3425, 3392, 媽媽, 睡覺
pet_2508, 3392, 媽媽, 睡覺
pet_3425, 3392, 媽媽, 吃飯
pet_2508, 3392, 媽媽, 吃飯
pet_9310, 3392, 媽媽, 打小孩
pet_3425, 3392, 媽媽, 打小孩
pet_176, 3380, 電腦, 玩遊戲
pet_264, 3380, 電腦, 玩遊戲
pet_3426, 3380, 狗鍊, 溜狗
pet_4230, 3380, 狗鍊, 溜狗
pet_2657, 3383, 阿宅, 打電動
pet_3349, 3383, 阿宅, 打電動
pet_12552, 3380, 錢, 旅行
pet_12513, 3380, 錢, 旅行
pet_11085, 3380, 錢, 旅行
pet_11429, 3380, 錢, 旅行
pet_7409, 3380, 錢, 旅行
pet_116, 3380, 錢, 旅行
pet_4146, 3380, 錢, 旅行
pet_12848, 3380, 地圖, 旅行
pet_11513, 3380, 地圖, 旅行
pet_116, 3380, 地圖, 旅行
pet_12552, 3380, 相機, 旅行
pet_11044, 3380, 相機, 旅行
pet_116, 3380, 相機, 旅行
pet_6476, 3380, 雨傘, 逛街
pet_3414, 3380, 雨傘, 逛街
pet_12556, 3355, 無聊, 上PTT
pet_10669, 3355, 無聊, 上PTT
pet_12124, 3355, 無聊, 上PTT
pet_10035, 3355, 無聊, 上PTT
pet_1873, 3355, 無聊, 上PTT
pet_3362, 3355, 無聊, 上PTT
pet_3708, 3355, 無聊, 上PTT
pet_5947, 3355, 無聊, 看電視
pet_6935, 3355, 無聊, 看電視
pet_3362, 3355, 無聊, 看電視
pet_3708, 3355, 無聊, 看電視
pet_3708, 3355, 無聊, 看電視
pet_7038, 3355, 難過, 開心
pet_3362, 3355, 難過, 開心
pet_11915, 3355, 難過, 喝酒
pet_2907, 3355, 感冒, 喉嚨發炎
pet_3069, 3355, 感冒, 喉嚨發炎
pet_3456, 3380, 鉛筆, 念書
pet_3651, 3380, 翻譯機, 念書
pet_1702, 3380, 翻譯機, 念書
pet_11203, 3380, 橡皮擦, 念書
pet_1702, 3380, 橡皮擦, 念書
pet_12612, 3380, 筆記本, 念書
pet_10546, 3380, 筆記本, 念書
pet_9335, 3386, 吃東西, 快樂
pet_9036, 3386, 吃東西, 快樂
pet_1702, 3386, 吃東西, 快樂
pet_9929, 3355, 肚子餓, 覓食
pet_5407, 3355, 肚子餓, 覓食
pet_1702, 3355, 肚子餓, 覓食
pet_3708, 3355, 肚子餓, 覓食
pet_4155, 3380, 機車, 出去玩
pet_7009, 3355, 想睡, 睡著
pet_3170, 3355, 想睡, 睡著
pet_7826, 3355, 想睡, 遲到
pet_3170, 3355, 想睡, 遲到
pet_1702, 3391, 你, 吃宵夜
pet_3481, 3391, 你, 吃宵夜
pet_5462, 3391, 肚子餓, 吃宵夜
pet_1702, 3391, 肚子餓, 吃宵夜
pet_2312, 3388, 出門, 吃東西
pet_6175, 3388, 出門, 吃東西
pet_3344, 3388, 出門, 吃東西
pet_2482, 3388, 出門, 吃東西
pet_8683, 3383, 女朋友, 抱抱
pet_10216, 3383, 女朋友, 抱抱
pet_3344, 3383, 女朋友, 抱抱
pet_3347, 3389, 打人, 打球
pet_4093, 3389, 打人, 打球
pet_13455, 3389, 喝水, 打球
pet_12446, 3389, 喝水, 打球
pet_11392, 3389, 喝水, 打球
pet_8307, 3389, 喝水, 打球
pet_12768, 3386, 結婚, 愛情
pet_11251, 3386, 結婚, 愛情
pet_11108, 3386, 結婚, 愛情
pet_11116, 3386, 結婚, 愛情
pet_10734, 3386, 結婚, 愛情
pet_3414, 3386, 結婚, 愛情
pet_6922, 3386, 結婚, 錢
pet_3414, 3386, 結婚, 錢
pet_3433, 3384, 大便, 髒
pet_3615, 3384, 大便, 髒
pet_12954, 3384, 大便, 健康
pet_3433, 3384, 大便, 健康
pet_5351, 3387, 賺錢, 摳摳
pet_3434, 3387, 賺錢, 摳摳
pet_11108, 3356, 晚上了, 睡覺
pet_1673, 3356, 晚上了, 睡覺
pet_11057, 3356, 殺人, 被關
pet_7915, 3356, 殺人, 被關
pet_5389, 3356, 殺人, 被關
pet_11057, 3356, 搶劫, 被關
pet_3383, 3356, 搶劫, 被關
pet_3287, 3385, 開心, 哈哈
pet_3287, 3385, 開心, 哈哈
pet_9805, 3356, 不爽, 睡覺
pet_8632, 3356, 不爽, 睡覺
pet_3159, 3356, 不爽, 睡覺
pet_222, 3387, 吃飯, 錢
pet_9837, 3387, 吃飯, 錢
pet_13121, 3391, 男人, 愛
pet_4410, 3391, 男人, 愛
pet_2572, 3391, 男人, 愛
pet_12566, 3366, 家, 木頭
pet_3016, 3366, 家, 木頭
pet_3414, 3389, 擁抱, 難過
pet_11370, 3404, 客套, 笑
pet_3161, 3404, 客套, 笑
pet_11874, 3389, 找人聊天, 寂寞
pet_3161, 3389, 找人聊天, 寂寞
pet_6771, 3389, 看書, 寂寞
pet_5199, 3389, 看書, 寂寞
pet_3161, 3389, 看書, 寂寞
pet_7950, 3354, 看書, 成長
pet_6281, 3354, 看書, 成長
pet_229, 3354, 看書, 成長
pet_7961, 3354, 看書, 博學
pet_3161, 3354, 看書, 博學
pet_12230, 3378, 妖力, 阿飄
pet_3344, 3378, 妖力, 阿飄
pet_8017, 3383, 手機, 拍照
pet_6275, 3383, 手機, 拍照
pet_3344, 3383, 手機, 拍照
pet_3344, 3389, 喝水, 飢渴
pet_5782, 3384, 蔡依林, M字開腿
pet_3184, 3384, 蔡依林, M字開腿
pet_2006, 3380, 電腦, 打電腦
pet_3184, 3380, 電腦, 打電腦
pet_7024, 3356, 愛, 上
pet_3377, 3356, 愛, 上
pet_13885, 3383, 電腦, 打b
pet_10521, 3383, 電腦, 打b
pet_9041, 3383, 電腦, 打b
pet_3377, 3383, 電腦, 打b
pet_1702, 3415, 汽車旅館, 洗澡
pet_4008, 3415, 汽車旅館, 洗澡
pet_343, 3353, 天氣6度, 睡覺
pet_3443, 3353, 天氣6度, 睡覺
pet_13440, 3404, 貧血, 頭暈
pet_3344, 3404, 貧血, 頭暈
pet_5396, 3412, 想你, 看照片
pet_3356, 3412, 想你, 看照片
pet_14009, 3370, 烏龜, 動物
pet_12552, 3370, 烏龜, 動物
pet_3419, 3370, 烏龜, 動物
pet_11915, 3389, 吃宵夜, 肚子餓
pet_11169, 3389, 吃宵夜, 肚子餓
pet_248, 3389, 吃甜點, 肚子餓
pet_7872, 3369, 椅子, 木頭
pet_4979, 3369, 椅子, 木頭
pet_12758, 3369, 衣服, 布
pet_11057, 3369, 衣服, 布
pet_11279, 3369, 衣服, 布
pet_4238, 3369, 衣服, 布
pet_9767, 3369, 衣服, 布
pet_4692, 3369, 衣服, 布
pet_4261, 3369, 衣服, 布
pet_3186, 3369, 衣服, 布
pet_4261, 3369, 衣服, 線
pet_3186, 3369, 衣服, 線
pet_4692, 3369, 衣服, 染料
pet_3186, 3369, 衣服, 染料
pet_12828, 3370, 人, 哺乳類
pet_11370, 3370, 人, 哺乳類
pet_5374, 3370, 人, 哺乳類
pet_3350, 3370, 人, 哺乳類
pet_3184, 3354, 沒穿衣服, 感冒
pet_4547, 3354, 沒穿衣服, 感冒
pet_11635, 3384, 喬巴, 變身
pet_11463, 3384, 喬巴, 變身
pet_3447, 3384, 喬巴, 變身
pet_7167, 3384, 花, 開
pet_5049, 3384, 花, 開
pet_5695, 3384, 花, 開
pet_8230, 3384, 花, 開花
pet_3405, 3384, 花, 開花
pet_8230, 3384, 花, 凋謝
pet_5049, 3384, 花, 凋謝
pet_3405, 3384, 花, 凋謝
pet_12329, 3380, 蚊帳, 睡覺
pet_11221, 3380, 蚊帳, 睡覺
pet_5356, 3380, 蚊帳, 睡覺
pet_3436, 3380, 蚊帳, 睡覺
pet_12923, 3380, 床墊, 睡覺
pet_13179, 3380, 床墊, 睡覺
pet_12446, 3380, 床墊, 睡覺
pet_11765, 3380, 床墊, 睡覺
pet_12581, 3380, 床墊, 睡覺
pet_12295, 3380, 床墊, 睡覺
pet_12114, 3380, 床墊, 睡覺
pet_8980, 3380, 床墊, 睡覺
pet_10912, 3380, 床墊, 睡覺
pet_11375, 3380, 床墊, 睡覺
pet_9695, 3380, 床墊, 睡覺
pet_11221, 3380, 床墊, 睡覺
pet_7517, 3380, 床墊, 睡覺
pet_9079, 3380, 床墊, 睡覺
pet_8464, 3380, 床墊, 睡覺
pet_8380, 3380, 床墊, 睡覺
pet_8505, 3370, 兔子, 生物
pet_3452, 3370, 兔子, 生物
pet_9837, 3356, 滿足, 很開心
pet_3419, 3356, 滿足, 很開心
pet_10593, 3356, 生氣, 大吼
pet_7747, 3356, 生氣, 大吼
pet_4261, 3365, 性愛, 愛情
pet_3329, 3365, 性愛, 愛情
pet_6126, 3392, 女人, 男人
pet_6077, 3392, 女人, 男人
pet_3456, 3392, 女人, 男人
pet_5199, 3380, 手機, 想一個人
pet_2797, 3380, 手機, 想一個人
pet_5199, 3380, 照片, 想一個人
pet_2797, 3380, 照片, 想一個人
pet_12828, 3380, 花, 談戀愛
pet_12130, 3380, 花, 談戀愛
pet_2926, 3380, 花, 談戀愛
pet_13815, 3392, 我, 大便
pet_12373, 3392, 我, 大便
pet_12121, 3392, 我, 大便
pet_8614, 3392, 我, 大便
pet_3362, 3392, 我, 大便
pet_8538, 3392, 妳, 大便
pet_3362, 3392, 妳, 大便
pet_13861, 3392, 你, 大便
pet_12791, 3392, 你, 大便
pet_7338, 3392, 你, 大便
pet_3362, 3392, 你, 大便
pet_5361, 3355, 無聊, 讀書
pet_3164, 3355, 無聊, 讀書
pet_3554, 3385, 讀書, 喜歡
pet_13670, 3412, 肚子餓, 吃
pet_10959, 3412, 肚子餓, 吃
pet_13670, 3412, 肚子餓, 叫
pet_3197, 3412, 肚子餓, 叫
pet_10184, 3386, 上大學, 把妹
pet_3313, 3386, 上大學, 把妹
pet_5712, 3370, 牛, 動物
pet_6337, 3370, 牛, 動物
pet_5144, 3370, 牛, 動物
pet_4595, 3370, 牛, 動物
pet_3313, 3370, 牛, 動物
pet_602, 3353, 想家, 哭
pet_3446, 3353, 想家, 哭
pet_7913, 3415, 陰暗的角落, 畫圈圈
pet_3189, 3415, 陰暗的角落, 畫圈圈
pet_5408, 3415, 陰暗的角落, 害怕
pet_3189, 3415, 陰暗的角落, 害怕
pet_5417, 3415, 排卵日, 流血
pet_3223, 3415, 排卵日, 流血
pet_11491, 3353, 肚子餓, 花錢
pet_4755, 3353, 肚子餓, 花錢
pet_3223, 3353, 肚子餓, 花錢
pet_14051, 3390, 老師, 當人
pet_11482, 3390, 老師, 當人
pet_10835, 3390, 老師, 當人
pet_64, 3390, 老師, 當人
pet_5036, 3390, 老師, 當人
pet_3223, 3390, 老師, 當人
pet_5403, 3393, 阿虛, 涼宮春日
pet_3223, 3393, 阿虛, 涼宮春日
pet_11648, 3353, 肚子餓, 找食物
pet_229, 3353, 肚子餓, 找食物
pet_3223, 3353, 肚子餓, 找食物
pet_229, 3353, 肚子餓, 買便當
pet_9670, 3353, 肚子餓, 買便當
pet_7895, 3390, 學生, 聊天
pet_3223, 3390, 學生, 聊天
pet_9374, 3365, 手, 人
pet_2840, 3365, 手, 人
pet_3223, 3365, 手, 人
pet_3465, 3389, 用力刮, 刮老師車
pet_8075, 3353, 感動, 擁抱
pet_3434, 3353, 感動, 擁抱
pet_5416, 3370, 綠色, 顏色
pet_5247, 3370, 綠色, 顏色
pet_5243, 3370, 綠色, 顏色
pet_5374, 3370, 綠色, 顏色
pet_3443, 3370, 綠色, 顏色
pet_5247, 3370, 綠色, 色彩
pet_3443, 3370, 綠色, 色彩
pet_8172, 3370, 鼻子, 器官
pet_3414, 3370, 鼻子, 器官
pet_13270, 3391, 小雞, 睡覺
pet_11908, 3391, 小雞, 睡覺
pet_12758, 3391, 小雞, 睡覺
pet_8683, 3391, 小雞, 睡覺
pet_10704, 3391, 小雞, 睡覺
pet_9964, 3391, 小雞, 睡覺
pet_3083, 3391, 小雞, 睡覺
pet_3684, 3391, 小雞, 睡覺
pet_3708, 3391, 小雞, 睡覺
pet_9781, 3391, 小雞, 交女朋友
pet_3083, 3391, 小雞, 交女朋友
pet_13534, 3385, 打電話, 想家
pet_7930, 3385, 回家, 想家
pet_4867, 3385, 發呆, 想家
pet_9273, 3383, 吃飯, 吃肉
pet_12465, 3391, 正妹, 帥哥
pet_9837, 3391, 正妹, 帥哥
pet_12450, 3391, 正妹, 帥哥
pet_347, 3391, 正妹, 帥哥
pet_11421, 3391, 正妹, 帥哥
pet_9923, 3391, 正妹, 帥哥
pet_7674, 3353, 吃藥, 吐
pet_3394, 3353, 吃藥, 吐
pet_13653, 3412, 大便, 用力
pet_12416, 3412, 大便, 用力
pet_12224, 3412, 大便, 用力
pet_12151, 3412, 大便, 用力
pet_10099, 3412, 大便, 用力
pet_9457, 3412, 大便, 用力
pet_248, 3412, 大便, 用力
pet_4429, 3412, 大便, 用力
pet_11395, 3377, 馬桶刷, 廁所
pet_10560, 3377, 馬桶刷, 廁所
pet_8769, 3377, 馬桶刷, 廁所
pet_5423, 3377, 馬桶刷, 廁所
pet_2866, 3377, 馬桶刷, 廁所
pet_11765, 3377, 清潔劑, 廁所
pet_2866, 3377, 清潔劑, 廁所
pet_11562, 3380, 棒子, 運動
pet_3105, 3380, 棒子, 運動
pet_3284, 3380, 枕頭, 上課
pet_4707, 3380, 枕頭, 上課
pet_5009, 3380, 紙條, 上課
pet_3284, 3380, 紙條, 上課
pet_4008, 3380, 紙條, 上課
pet_12822, 3385, 難過, 被騙
pet_3380, 3385, 難過, 被騙
pet_3380, 3385, 難過, 捨不得
pet_5243, 3409, 學校, 知識
pet_3380, 3409, 學校, 知識
pet_229, 3409, 太陽, 希望
pet_3380, 3409, 太陽, 希望
pet_12566, 3409, 太陽, 生命
pet_3380, 3409, 太陽, 生命
pet_11556, 3365, 手指, 人
pet_10878, 3365, 手指, 人
pet_3686, 3365, 手指, 人
pet_8946, 3365, 手指, 人
pet_8321, 3365, 手指, 人
pet_3380, 3365, 手指, 人
pet_6499, 3390, 父母, 小孩
pet_3380, 3390, 父母, 小孩
pet_9531, 3389, 喝飲料, 吃東西
pet_3122, 3389, 喝飲料, 吃東西
pet_28, 3391, 有錢, 買東西
pet_3122, 3391, 有錢, 買東西
pet_5425, 3390, 運動員, 運動
pet_2907, 3390, 運動員, 運動
pet_10596, 3415, 聖誕節, 唱詩歌
pet_2907, 3415, 聖誕節, 唱詩歌
pet_3996, 3389, 約會, 戀愛
pet_2907, 3389, 約會, 戀愛
pet_2907, 3389, 約會, 戀愛
pet_9670, 3389, 結婚, 戀愛
pet_2907, 3389, 結婚, 戀愛
pet_12513, 3386, k書, 考試
pet_12949, 3386, k書, 考試
pet_2907, 3386, k書, 考試
pet_5387, 3386, 睡覺, 補體力
pet_3414, 3386, 睡覺, 補體力
pet_10638, 3386, 睡覺, 醒來
pet_6237, 3386, 睡覺, 醒來
pet_3414, 3386, 睡覺, 醒來
pet_3414, 3386, 睡覺, 愛
pet_3971, 3386, 睡覺, 愛
pet_11611, 3393, 正妹, 色狼
pet_6858, 3393, 正妹, 色狼
pet_2607, 3393, 正妹, 色狼
pet_7291, 3393, 宅男, 陽光
pet_3466, 3393, 宅男, 陽光
pet_2986, 3393, 宅男, 陽光
pet_4002, 3399, 工作, 累
pet_13455, 3384, 人, 笑
pet_10912, 3384, 人, 笑
pet_10216, 3384, 人, 笑
pet_3434, 3384, 人, 笑
pet_4789, 3384, 人, 笑
pet_12475, 3384, 人, 叫
pet_10546, 3384, 人, 叫
pet_10216, 3384, 人, 叫
pet_10963, 3384, 人, 叫
pet_6163, 3384, 人, 叫
pet_13834, 3384, 人, 睡覺
pet_12949, 3384, 人, 睡覺
pet_9964, 3384, 人, 睡覺
pet_13229, 3384, 人, 睡覺
pet_12363, 3384, 人, 睡覺
pet_10524, 3384, 人, 睡覺
pet_7918, 3384, 人, 睡覺
pet_6352, 3384, 人, 睡覺
pet_6106, 3384, 人, 睡覺
pet_5049, 3384, 人, 睡覺
pet_3434, 3384, 人, 睡覺
pet_7873, 3358, 生活不規律, 生病
pet_5199, 3358, 生活不規律, 生病
pet_3434, 3358, 生活不規律, 生病
pet_12946, 3415, 母親節, 送康乃馨
pet_12946, 3415, 母親節, 送康乃馨
pet_11780, 3415, 母親節, 送康乃馨
pet_7017, 3415, 母親節, 送康乃馨
pet_3473, 3415, 母親節, 送康乃馨
pet_12450, 3415, 母親節, 買蛋糕
pet_12510, 3415, 母親節, 買蛋糕
pet_6237, 3415, 母親節, 買蛋糕
pet_12124, 3415, 母親節, 買蛋糕
pet_9027, 3415, 母親節, 買蛋糕
pet_9015, 3415, 母親節, 買蛋糕
pet_8532, 3415, 母親節, 買蛋糕
pet_7173, 3415, 母親節, 買蛋糕
pet_3473, 3415, 母親節, 買蛋糕
pet_4689, 3415, 母親節, 買蛋糕
pet_12267, 3415, 母親節, 送禮物
pet_12181, 3415, 母親節, 送禮物
pet_11486, 3415, 母親節, 送禮物
pet_10959, 3415, 母親節, 送禮物
pet_12946, 3415, 母親節, 親媽媽一下
pet_3473, 3415, 母親節, 親媽媽一下
pet_5755, 3389, 親親, 孤單
pet_11502, 3354, 戀愛, 發呆
pet_3434, 3354, 戀愛, 發呆
pet_12955, 3354, 失戀, 哭
pet_10197, 3354, 失戀, 哭
pet_12142, 3354, 失戀, 哭
pet_237, 3354, 失戀, 哭
pet_7556, 3354, 失戀, 哭
pet_7228, 3354, 失戀, 哭
pet_3434, 3354, 失戀, 哭
pet_13591, 3354, 失戀, 發呆
pet_3434, 3354, 失戀, 發呆
pet_5703, 3354, 生病, 類
pet_3434, 3354, 生病, 類
pet_601, 3356, 開心, 想唱歌
pet_3303, 3356, 開心, 想唱歌
pet_2657, 3385, 耍自閉, 難過
pet_12455, 3389, 吃零食, 肚子餓
pet_13226, 3389, 吃零食, 肚子餓
pet_12565, 3389, 吃零食, 肚子餓
pet_214, 3389, 吃零食, 肚子餓
pet_11834, 3389, 吃零食, 肚子餓
pet_11997, 3389, 吃零食, 肚子餓
pet_5703, 3389, 吃零食, 肚子餓
pet_9071, 3389, 吃零食, 肚子餓
pet_5686, 3389, 吃零食, 肚子餓
pet_3456, 3389, 吃零食, 肚子餓
pet_13156, 3389, 吃糖果, 肚子餓
pet_3362, 3389, 吃糖果, 肚子餓
pet_3456, 3389, 吃糖果, 肚子餓
pet_13038, 3354, 工作, 有成就感
pet_11915, 3354, 工作, 有成就感
pet_11546, 3354, 工作, 有成就感
pet_9436, 3354, 工作, 有成就感
pet_3456, 3354, 工作, 有成就感
pet_386, 3354, 工作, 累
pet_5021, 3354, 工作, 累
pet_4155, 3390, 女孩, 逛街
pet_3475, 3390, 女孩, 逛街
pet_8758, 3377, 八爪椅, 賓館
pet_2516, 3377, 八爪椅, 賓館
pet_5564, 3378, 孩子, 強尼戴普
pet_3362, 3378, 孩子, 強尼戴普
pet_5564, 3378, 老婆, 強尼戴普
pet_3362, 3378, 老婆, 強尼戴普
pet_5403, 3366, 剛彈, 塑膠
pet_3362, 3366, 剛彈, 塑膠
pet_5403, 3366, 剛彈, 木頭
pet_3362, 3366, 剛彈, 木頭
pet_4998, 3383, 魚乾女, 曬魚乾
pet_3147, 3383, 魚乾女, 曬魚乾
pet_6380, 3383, 宅男, 宅宅
pet_3147, 3383, 宅男, 宅宅
pet_506, 3356, 運動, 累了
pet_12013, 3356, 運動, 累了
pet_3164, 3356, 運動, 累了
pet_12510, 3412, 肚子痛, 生氣
pet_3377, 3412, 肚子痛, 生氣
pet_11915, 3412, 肚子痛, 拉肚子
pet_5868, 3412, 肚子痛, 拉肚子
pet_10873, 3390, 老公, 睡覺
pet_3170, 3390, 老公, 睡覺
pet_10559, 3354, 喝水, 大便
pet_3481, 3354, 喝水, 大便
pet_10966, 3354, 吃壞肚子, 大便
pet_3481, 3354, 吃壞肚子, 大便
pet_13203, 3354, 失戀, 大哭
pet_13391, 3354, 失戀, 大哭
pet_11482, 3354, 失戀, 大哭
pet_12510, 3354, 失戀, 大哭
pet_12380, 3354, 失戀, 大哭
pet_11556, 3354, 失戀, 大哭
pet_11487, 3354, 失戀, 大哭
pet_10655, 3354, 失戀, 大哭
pet_3482, 3354, 失戀, 大哭
pet_14293, 3383, 電視, 打電動
pet_3481, 3383, 電視, 打電動
pet_8934, 3354, 寫作業, 想睡
pet_3479, 3354, 寫作業, 想睡
pet_5772, 3370, 虎, 動物
pet_3481, 3370, 虎, 動物
pet_5684, 3399, 鹽, 用來調味
pet_3479, 3399, 鹽, 用來調味
pet_11453, 3399, 鹽, 細細
pet_3479, 3399, 鹽, 細細
pet_7183, 3390, 女人, 花錢
pet_3472, 3390, 女人, 花錢
pet_9648, 3354, 吸毒, 死掉
pet_248, 3354, 吸毒, 死掉
pet_10963, 3354, 癌症, 死掉
pet_7622, 3354, 癌症, 死掉
pet_11286, 3412, 發瘋, 打人
pet_10295, 3412, 發瘋, 打人
