pet_2401, 3377, 鳥, 天空
pet_7480, 3357, 上課, 考試
pet_3647, 3354, 中獎, 爽
pet_14834, 3377, 咖啡豆, 咖啡廳
pet_7220, 3377, 咖啡豆, 咖啡廳
pet_11480, 3384, 電話, 沒電
pet_14938, 3370, 黑輪, 小菜
pet_14391, 3378, 檯燈, 房間
pet_6982, 3378, 檯燈, 房間
pet_13401, 3387, 丟履歷, 工作
pet_14573, 3377, 咖啡凍, 超商
pet_14653, 3389, 吃麥當勞, 覺得餓
pet_4575, 3389, 吃麥當勞, 覺得餓
pet_15035, 3377, 泡芙, 全家
pet_15003, 3377, 泡芙, 全家
pet_5965, 3385, 舉重, 有力量
pet_9837, 3391, 無聊, 打電動
pet_14573, 3377, 油醋, 全聯
pet_15003, 3377, 泡芙, 蛋糕店
pet_14573, 3377, 油醋, 雜貨店
pet_13791, 3404, 晚了, 天黑
pet_7158, 3404, 晚了, 天黑
pet_14562, 3377, 水, 地球上
pet_14476, 3386, 休息, 養精蓄銳
pet_15090, 3399, 生病, 不舒服
pet_13873, 3388, 做運動, 睡覺
pet_11803, 3412, 看書, 聽音樂
pet_14391, 3412, 看書, 聽音樂
pet_14929, 3370, 瓠瓜, 蔬菜
pet_14795, 3370, 瓠瓜, 蔬菜
pet_14302, 3370, 瓠瓜, 蔬菜
pet_14477, 3355, 大便, 很臭
pet_6710, 3355, 大便, 很臭
pet_14866, 3370, 龍鬚菜, 蔬菜
pet_14837, 3370, 龍鬚菜, 蔬菜
pet_11480, 3370, 龍鬚菜, 蔬菜
pet_14834, 3370, 龍鬚菜, 蔬菜
pet_14814, 3370, 龍鬚菜, 蔬菜
pet_11459, 3391, 總統, 國泰民安
pet_14476, 3389, 做運動, 睡不著
pet_7309, 3389, 做運動, 睡不著
pet_12848, 3389, 吃東西, 睡不著
pet_14476, 3389, 吃東西, 睡不著
pet_7309, 3389, 吃東西, 睡不著
pet_14842, 3353, 命中註定, 告白
pet_14165, 3353, 看美食節目, 吃東西
pet_7496, 3353, 看美食節目, 吃東西
pet_14624, 3386, 睡覺, 養足精神
pet_14955, 3353, 手癢, 打電動
pet_7249, 3353, 手癢, 打電動
pet_14963, 3369, 咖啡, 奶精
pet_14282, 3399, 天空, 灰
pet_7752, 3391, 老師, 領薪水
pet_11945, 3356, 肚子餓, 脾氣暴躁
pet_14844, 3383, 放假, 打球
pet_15033, 3389, 看電視, 一個人
pet_11459, 3370, 三杯雞, 主菜
pet_14837, 3370, 三杯雞, 主菜
pet_5773, 3370, 三杯雞, 主菜
pet_14845, 3370, 三杯雞, 主菜
pet_4238, 3370, 小魚千, 小菜
pet_14644, 3378, 大人, 家裡
pet_14644, 3378, 小孩, 家裡
pet_14791, 3386, 喝飲料, 止渴
pet_7167, 3370, 沙發, 傢俱
pet_14803, 3380, 腳, 抓癢
pet_3362, 3404, 沒有用心, 考卷0分
pet_11874, 3399, 吵架, 傷心
pet_15003, 3370, 豬肉, 主菜
pet_386, 3370, 豬肉, 主菜
pet_14968, 3370, 豬肉, 主菜
pet_13722, 3370, 豬肉, 主菜
pet_14924, 3370, 豬肉, 主菜
pet_14497, 3370, 豬肉, 主菜
pet_12486, 3370, 豬肉, 主菜
pet_14165, 3389, 用力, 拉屎
pet_365, 3389, 用力, 拉屎
pet_14415, 3378, 人, 天文館
pet_99, 3415, 晚上, 看電視
pet_10818, 3415, 晚上, 看電視
pet_37, 3370, 餅乾, 主菜
pet_9864, 3370, 餅乾, 主菜
pet_15003, 3377, 泡芙, 冰箱
pet_12413, 3370, 泡, 麵
pet_12397, 3375, 星星, 銀河系
pet_7708, 3375, 星星, 銀河系
pet_12397, 3375, 星星, 太陽系
pet_7708, 3375, 星星, 太陽系
pet_10276, 3380, 悠遊卡, 坐捷運
pet_14795, 3380, 悠遊卡, 坐捷運
pet_5425, 3385, 發呆, 想事情
pet_14844, 3370, 必勝客, 連鎖店
pet_14795, 3370, 必勝客, 連鎖店
pet_14760, 3370, 必勝客, 連鎖店
pet_13891, 3370, 必勝客, 連鎖店
pet_14936, 3370, 必勝客, 連鎖店
pet_14562, 3370, 必勝客, 連鎖店
pet_11803, 3357, 看電視, 快樂
pet_14756, 3357, 看電視, 快樂
pet_14708, 3366, 書, 文字
pet_601, 3356, 沒錢, 去工作
pet_14548, 3356, 沒錢, 去工作
pet_15108, 3369, 奶油蛋糕, 糖
pet_15003, 3369, 奶油蛋糕, 糖
pet_14795, 3388, 唱悲傷的歌, 流淚
pet_14723, 3388, 多去打架, 變強壯
pet_13722, 3354, 吃飯, 想喝飲料
pet_14562, 3356, 加薪, 心情很好
pet_14795, 3389, 開燈, 看書
pet_13241, 3383, 大象, 負重
pet_11453, 3383, 大象, 負重
pet_14795, 3404, 累了, 睡著
pet_14592, 3356, 付出, 快樂
pet_13479, 3384, 小孩, 笑
pet_3456, 3384, 小孩, 笑
pet_9439, 3357, 生氣, 皺紋
pet_14769, 3393, 大象, 沒東西吃
pet_14693, 3370, 電腦, 計算機
pet_14562, 3370, 電腦, 計算機
pet_14590, 3388, 打開音響, 聽音樂
pet_14562, 3370, 可麗餅, 甜點
pet_12229, 3409, 生氣, 不開心
pet_8202, 3409, 生氣, 不開心
pet_14573, 3356, 考試, 唸書
pet_9844, 3356, 很餓, 吃飯
pet_14573, 3356, 很餓, 吃飯
pet_14787, 3356, 很餓, 吃飯
pet_14839, 3393, 蠟筆小新, 媽媽
pet_14520, 3399, 愛情, 快樂
pet_14415, 3409, 綠色, 森林
pet_14548, 3370, 法式鴨胸, 主菜
pet_14548, 3370, 迷迭香雞腿排, 主菜
pet_14562, 3356, 出去玩, 心情很好
pet_12822, 3369, 滷白菜, 白菜
pet_5459, 3369, 滷白菜, 白菜
pet_14837, 3369, 滷白菜, 白菜
pet_15077, 3369, 蛋塔, 麵粉
pet_14795, 3369, 蛋塔, 麵粉
pet_13241, 3357, 熬夜, 疾病
pet_13241, 3357, 熬夜, 中風
pet_13241, 3357, 熬夜, 打瞌睡
pet_7259, 3388, 上網, 看電影
pet_8060, 3388, 上網, 看電影
pet_14721, 3392, 人, 疾病
pet_15018, 3377, 黑輪, 關東煮
pet_13401, 3377, 黑輪, 關東煮
pet_13894, 3370, 水果派, 甜點
pet_9888, 3370, 水果派, 甜點
pet_13874, 3370, 鬍鬚張, 連鎖店
pet_14653, 3370, 鬍鬚張, 連鎖店
pet_13722, 3390, 貓咪, 毛線球
pet_14795, 3389, 先放鬆一下, 書讀不完
pet_14795, 3387, 努力工作存錢, 太太
pet_14795, 3387, 先交女朋友, 太太
pet_14837, 3369, 紅豆餅, 糖
pet_15003, 3369, 紅豆餅, 糖
pet_14397, 3378, 褲子, 衣櫃
pet_7006, 3378, 褲子, 衣櫃
pet_13241, 3384, 頭髮, 變長
pet_9608, 3395, 家長, 壞小孩
pet_12181, 3395, 家長, 壞小孩
pet_9608, 3395, 家長, 爛老師
pet_12181, 3395, 家長, 爛老師
pet_14834, 3378, 日常用品, 百貨公司
pet_13722, 3385, 被水桶, PO錯文
pet_14548, 3404, 有陌生人, 狗在叫
pet_11453, 3357, 英文課, 溝通樂趣
pet_14837, 3369, 紅豆餅, 水
pet_15003, 3369, 紅豆餅, 水
pet_14009, 3415, 難過時, 喝酒
pet_14488, 3356, 肚子痛, 不舒服
pet_11453, 3357, 英文課, 無趣
pet_14834, 3391, 魯夫, 當海賊王
pet_12125, 3391, 魯夫, 當海賊王
pet_10977, 3373, 馬路, 天橋
pet_4002, 3373, 馬路, 天橋
pet_14562, 3412, 發燒, 睡覺
pet_7, 3373, 馬路, 天橋
pet_601, 3373, 馬路, 天橋
pet_12908, 3360, 睡覺, 洗澡
pet_8264, 3412, 發燒, 睡覺
pet_6062, 3360, 睡覺, 洗澡
pet_13492, 3360, 睡覺, 洗澡
pet_13597, 3360, 睡覺, 洗澡
pet_14562, 3412, 發燒, 休息
pet_8581, 3360, 睡覺, 洗澡
pet_11562, 3360, 睡覺, 洗澡
pet_11915, 3360, 睡覺, 洗澡
pet_8264, 3412, 發燒, 休息
pet_12481, 3360, 睡覺, 洗澡
pet_9781, 3360, 睡覺, 洗澡
pet_11001, 3360, 睡覺, 洗澡
pet_9436, 3360, 睡覺, 洗澡
pet_11133, 3360, 睡覺, 洗澡
pet_13928, 3369, 野宴, 火鍋
pet_14890, 3369, 野宴, 火鍋
pet_14907, 3357, 看電影, 高興
pet_13241, 3384, 頭髮, 變白
pet_11453, 3384, 頭髮, 變白
pet_14560, 3392, 女朋友, 被騙
pet_10742, 3392, 女朋友, 被騙
pet_11453, 3357, 英文課, 刺激
pet_14756, 3370, 芭樂汁, 飲料
pet_1728, 3370, 芭樂汁, 飲料
pet_14391, 3360, 上學, 準備課本
pet_14733, 3360, 洗澡, 確定有水
pet_5459, 3377, 四川泡菜, 超市
pet_13928, 3377, 四川泡菜, 超市
pet_9608, 3370, 草莓, 甜點
pet_14562, 3356, 考第一名, 心情很好
pet_12479, 3393, 女孩, 蜘蛛
pet_14834, 3378, 遊戲, 百貨公司
pet_14834, 3378, 廚具, 百貨公司
pet_13241, 3357, 分手, 後悔
pet_8232, 3357, 分手, 後悔
pet_14497, 3370, 海蜇皮, 小菜
pet_13874, 3370, 海蜇皮, 小菜
pet_41, 3370, 海蜇皮, 小菜
pet_14845, 3370, 海蜇皮, 小菜
pet_14653, 3370, 海蜇皮, 小菜
pet_7845, 3354, 生氣, 大叫
pet_11569, 3354, 生氣, 大叫
pet_7845, 3354, 生氣, 大哭
pet_11782, 3354, 生氣, 大哭
pet_15108, 3369, 奶油蛋糕, 麵粉
pet_15003, 3369, 奶油蛋糕, 麵粉
pet_15108, 3369, 奶油蛋糕, 奶油
pet_15003, 3369, 奶油蛋糕, 奶油
pet_15142, 3377, 好樂迪, 台中
pet_6136, 3377, 好樂迪, 台中
pet_11874, 3360, 洗澡, 確定有水
pet_12416, 3370, 思念, 習慣
pet_11453, 3357, 英文課, 新鮮
pet_14228, 3391, 老闆, 獲利
pet_9608, 3378, 毛毛蟲, 花園裡
pet_15142, 3377, 好樂迪, 台北
pet_6136, 3377, 好樂迪, 台北
pet_14756, 3356, 天冷, 想睡覺
pet_15022, 3377, 豆瓣醬, 廚房
pet_12939, 3357, 拜拜, 心安
pet_4193, 3399, 月亮, 圓
pet_14397, 3378, 小菜, 麵店
pet_8271, 3378, 小菜, 麵店
pet_14651, 3378, 警衛, 學校
pet_14573, 3377, 四川泡菜, 四川
pet_13401, 3377, 四川泡菜, 四川
pet_5459, 3377, 四川泡菜, 四川
pet_4263, 3377, 四川泡菜, 四川
pet_7880, 3415, 約會, 吃飯
pet_6136, 3377, 好樂迪, 高雄
pet_14756, 3370, 高樓, 建築物
pet_14596, 3412, 搶劫, 尖叫
pet_8022, 3412, 搶劫, 尖叫
pet_14562, 3383, 電腦, 記事
pet_14562, 3383, 電腦, 算數
pet_14795, 3385, 失落, 傷春悲秋
pet_14795, 3370, 小魚辣椒, 小菜
pet_41, 3370, 小魚辣椒, 小菜
pet_14845, 3370, 小魚辣椒, 小菜
pet_14795, 3385, 失落, 想要的得不到
pet_14562, 3387, 自愛, 被愛
pet_14562, 3385, 失落, 洞房不舉
pet_14562, 3356, 戀愛, 心情很好
pet_14573, 3383, 總統, 管理國家
pet_14736, 3383, 玩, 貓
pet_14723, 3388, 多喝牛奶, 變強壯
pet_14562, 3356, 放假, 心情很好
pet_4238, 3383, 寵物, 陪伴主人
pet_14834, 3391, 魯夫, 稱霸大海
pet_14756, 3355, 擔心, 失眠
pet_14756, 3355, 太興奮, 失眠
pet_14834, 3391, 大老闆, 賺錢
pet_14834, 3353, 看聖誕樹, 過聖誕節
pet_13894, 3377, 起司蛋糕, 蛋糕店
pet_14884, 3370, 花生魚干, 小菜
pet_9608, 3378, 筷子, 餐桌上
pet_9608, 3378, 菜, 餐桌上
pet_11459, 3377, 豬血糕, 夜市
pet_14837, 3377, 豬血糕, 夜市
pet_13721, 3370, 大蒜, 蔬菜
pet_386, 3353, 肚子餓, 煮東西
pet_14009, 3415, 難過時, 唱歌
pet_8442, 3415, 難過時, 唱歌
pet_14009, 3415, 難過時, 睡覺
pet_14844, 3388, 去刷牙, 睡覺
pet_386, 3355, 熬夜, 遲到
pet_14708, 3355, 車禍, 遲到
pet_14929, 3370, 巧克力, 甜點
pet_7167, 3370, 巧克力, 甜點
pet_14653, 3370, 巧克力, 甜點
pet_14539, 3370, 巧克力, 甜點
pet_14844, 3370, 巧克力, 甜點
pet_14870, 3370, 巧克力, 甜點
pet_14834, 3370, 巧克力, 甜點
pet_4238, 3370, 巧克力, 甜點
pet_14809, 3370, 巧克力, 甜點
pet_14033, 3370, 巧克力, 甜點
pet_12397, 3370, 巧克力, 甜點
pet_14202, 3370, 巧克力, 甜點
pet_1728, 3370, 巧克力, 甜點
pet_14882, 3370, 巧克力, 甜點
pet_12947, 3370, 巧克力, 甜點
pet_14225, 3370, 巧克力, 甜點
pet_14194, 3370, 巧克力, 甜點
pet_14477, 3370, 巧克力, 甜點
pet_10686, 3370, 巧克力, 甜點
pet_14733, 3370, 巧克力, 甜點
pet_14478, 3370, 巧克力, 甜點
pet_14750, 3370, 巧克力, 甜點
pet_9650, 3370, 巧克力, 甜點
pet_14825, 3370, 巧克力, 甜點
pet_14502, 3370, 巧克力, 甜點
pet_12459, 3370, 巧克力, 甜點
pet_14488, 3370, 巧克力, 甜點
pet_14806, 3370, 巧克力, 甜點
pet_14808, 3370, 巧克力, 甜點
pet_14884, 3370, 花生湯, 甜點
pet_12203, 3370, 花生湯, 甜點
pet_6720, 3380, 外套, 天氣冷
pet_6720, 3380, 毛衣, 天氣冷
pet_14756, 3412, 肚子痛, 心情不好
pet_8980, 3389, 大笑, 覺得爽
pet_14809, 3389, 看電視, 覺得爽
pet_8347, 3389, 看電視, 覺得爽
pet_12413, 3370, 豆, 小菜
pet_314, 3370, 豆, 小菜
pet_14756, 3412, 肚子痛, 吃成藥
pet_14693, 3367, 電腦, 機殼
pet_10276, 3369, 豆皮, 大豆
pet_13534, 3370, 胡蘿蔔, 蔬菜
pet_14837, 3370, 胡蘿蔔, 蔬菜
pet_14924, 3370, 胡蘿蔔, 蔬菜
pet_64, 3370, 胡蘿蔔, 蔬菜
pet_1365, 3370, 胡蘿蔔, 蔬菜
pet_13208, 3370, 胡蘿蔔, 蔬菜
pet_14760, 3370, 胡蘿蔔, 蔬菜
pet_14618, 3370, 胡蘿蔔, 蔬菜
pet_12203, 3370, 胡蘿蔔, 蔬菜
pet_14795, 3370, 胡蘿蔔, 蔬菜
pet_14505, 3370, 胡蘿蔔, 蔬菜
pet_14839, 3370, 胡蘿蔔, 蔬菜
pet_14799, 3370, 胡蘿蔔, 蔬菜
pet_12848, 3356, 放假, 快樂
pet_7972, 3358, 失戀, 自殺
pet_12822, 3386, 大便, 排泄廢物
pet_503, 3370, 和果子, 甜點
pet_14741, 3380, 紙, 上班
pet_6136, 3380, 紙, 上班
pet_12459, 3354, 天氣冷, 打噴嚏
pet_11480, 3354, 天氣冷, 打噴嚏
pet_14478, 3370, 豬肉, 小菜
pet_14805, 3370, 豬肉, 小菜
pet_14837, 3353, 養貓, 逗貓玩
pet_14837, 3353, 養貓, 買飼料
pet_14837, 3353, 養貓, 摸貓咪
pet_1705, 3353, 養貓, 親親他
pet_1705, 3353, 養貓, 摸摸牠
pet_1705, 3360, 考試, 保持清醒
pet_14478, 3355, 玩耍, 泡湯
pet_14756, 3354, 考試合格, 快樂
pet_14938, 3386, 洗澡, 香香
pet_13225, 3368, 衣服, 樹葉
pet_14827, 3377, 好樂迪, 市區
pet_15035, 3369, 草莓派, 麵粉
pet_15003, 3369, 草莓派, 麵粉
pet_14476, 3380, 喇叭, 打電腦
pet_14574, 3354, 看漫畫, 變笨
pet_4193, 3354, 看卡通, 開心
pet_13722, 3390, 動物, 異性
pet_1705, 3388, 去開熱水, 泡澡
pet_14505, 3353, 開冷氣, 穿衣服
pet_12142, 3353, 開冷氣, 穿衣服
pet_14693, 3356, 生氣, 頭痛
pet_12142, 3356, 生氣, 頭痛
pet_1705, 3388, 去浴室, 泡澡
pet_1705, 3388, 去洗澡, 泡澡
pet_4263, 3369, 金石堂, 文具
pet_14805, 3369, 金石堂, 文具
pet_14779, 3375, 花園, 房子
pet_11459, 3393, 壞人, 死亡
pet_14723, 3388, 多吃蔬菜, 變強壯
pet_14723, 3377, 圖案, 書裏
pet_4002, 3353, 夏天, 穿比基尼
pet_14590, 3385, 口渴, 運動
pet_4238, 3357, 英文課, 考試
pet_11453, 3357, 英文課, 考試
pet_14266, 3377, 麥當勞, 廿
pet_15035, 3369, 草莓派, 水
pet_15003, 3369, 草莓派, 水
pet_14266, 3377, 麥當勞, 口
pet_14889, 3370, 美而美, 連鎖店
pet_14266, 3377, 麥當勞, 水
pet_14266, 3377, 麥當勞, 田
pet_14805, 3369, 金石堂, 書
pet_14596, 3389, 吃水果, 吃完飯
pet_13873, 3395, 太陽, 烏雲
pet_13873, 3395, 太陽, 下雨
pet_12498, 3395, 太陽, 下雨
pet_14266, 3377, 麥當勞, 手
pet_15035, 3369, 草莓派, 草莓
pet_15003, 3369, 草莓派, 草莓
pet_12116, 3356, 沒吃飯, 覺得餓
pet_14158, 3369, 鬆餅, 蛋
pet_15003, 3369, 鬆餅, 蛋
pet_3456, 3390, 人類, 洗澡
pet_13894, 3386, 去學校, 考試
pet_4263, 3369, 清心, 綠茶
pet_14827, 3369, 清心, 綠茶
pet_14158, 3369, 草莓醬, 糖
pet_14266, 3369, 草莓醬, 水
pet_14158, 3369, 草莓醬, 水
pet_14827, 3390, 貓咪, 睡懶覺
pet_14223, 3367, 宇宙, 行星
pet_14884, 3383, 想聊天時, 上網
pet_14884, 3383, 聯絡朋友, 上網
pet_14282, 3377, 漢堡王, 新竹
pet_14827, 3377, 漢堡王, 新竹
pet_14884, 3383, 想交朋友, 上網
pet_14282, 3377, 漢堡王, 桃園
pet_14827, 3377, 漢堡王, 桃園
pet_10802, 3388, 看書, 放輕鬆
pet_14884, 3383, 無聊時, 上網
pet_14815, 3370, 綠豆沙, 飲料
pet_3362, 3370, 芥茉醬, 醬料
pet_14844, 3370, 芥茉醬, 醬料
pet_14505, 3370, 芥茉醬, 醬料
pet_13721, 3370, 芥茉醬, 醬料
pet_9608, 3378, 碗, 餐桌上
pet_8403, 3378, 碗, 餐桌上
pet_14394, 3370, 朋友, 夥伴
pet_14803, 3370, 丹丹漢堡, 連鎖店
pet_13995, 3370, 丹丹漢堡, 連鎖店
pet_4002, 3370, 丹丹漢堡, 連鎖店
pet_14884, 3383, 找資料, 上網
pet_41, 3370, 摩斯漢堡, 連鎖店
pet_14870, 3370, 摩斯漢堡, 連鎖店
pet_14693, 3370, 摩斯漢堡, 連鎖店
pet_14266, 3370, 摩斯漢堡, 連鎖店
pet_14750, 3370, 摩斯漢堡, 連鎖店
pet_14889, 3370, 摩斯漢堡, 連鎖店
pet_14801, 3370, 摩斯漢堡, 連鎖店
pet_13721, 3370, 蒜香豬肋排, 主菜
pet_14827, 3369, 天丼, 米
pet_3456, 3390, 人類, 吃飯
pet_14716, 3371, 月亮, 天上
pet_14827, 3377, 甜湯圓, 市場
pet_13534, 3399, 啤酒, 酒精做
pet_15022, 3369, 沙茶, 鹽巴
pet_14266, 3377, 漢堡王, 台北
pet_14282, 3377, 漢堡王, 台北
pet_14827, 3377, 漢堡王, 台北
pet_13534, 3399, 啤酒, 大人喝
pet_14505, 3370, 蘋果汁, 飲料
pet_1728, 3370, 蘋果汁, 飲料
pet_14573, 3356, 努力賺錢, 有錢
pet_11449, 3356, 努力賺錢, 有錢
pet_14548, 3370, 帶骨羊小排, 主菜
pet_14827, 3357, 破關, 快樂
pet_14592, 3392, 媽媽, 皺紋
pet_14889, 3356, 熬夜, 有黑眼圈
pet_11631, 3356, 熬夜, 有黑眼圈
pet_14951, 3370, 哇沙米, 醬料
pet_12229, 3370, 哇沙米, 醬料
pet_9439, 3370, 哇沙米, 醬料
pet_14847, 3370, 哇沙米, 醬料
pet_14266, 3377, 漢堡王, 台灣
pet_14827, 3377, 漢堡王, 台灣
pet_10686, 3353, 熱, 吹電扇
pet_14795, 3356, 吃補藥, 很強壯
pet_4238, 3383, 寵物, 吃
pet_4238, 3383, 寵物, 喝
pet_4238, 3383, 寵物, 拉
pet_14827, 3369, 鱈魚排, 鱈魚
pet_14158, 3355, 哭, 流鼻水
pet_7845, 3355, 哭, 流鼻水
pet_13873, 3383, 學生, 做報告
pet_8187, 3383, 學生, 做報告
pet_14158, 3354, 被罵, 痛苦
pet_12203, 3370, 滷雞胗, 小菜
pet_14653, 3370, 滷雞胗, 小菜
pet_14158, 3354, 運動過度, 痛苦
pet_14158, 3354, 考試考差, 痛苦
pet_14716, 3358, 女優, 慾望
pet_8344, 3358, 女優, 慾望
pet_14562, 3353, 運動後, 喝飲料
pet_14158, 3354, 被誤會, 痛苦
pet_14560, 3366, 飛機, 鋁
pet_11947, 3366, 飛機, 鋁
pet_14158, 3356, 心情不好, 笑不出來
pet_99, 3356, 心情不好, 笑不出來
pet_14590, 3370, 番茄, 水果
pet_13873, 3355, 殺價, 討價還價
pet_14818, 3353, 冬天, 開暖氣
pet_14488, 3391, 小狗, 喝水
pet_14476, 3399, 興農牛, 球隊
pet_14940, 3370, 肯機機, 連鎖店
pet_14809, 3370, 山葵, 佐料
pet_14802, 3370, 山葵, 佐料
pet_15011, 3370, 黃瓜, 小菜
pet_11480, 3370, 黃瓜, 小菜
pet_11459, 3393, 膽小的人, 死亡
pet_14750, 3370, 波霸奶茶, 飲料
pet_12998, 3370, 波霸奶茶, 飲料
pet_4238, 3387, 多吃水果, 健康的身體
pet_14548, 3377, 鹽巴, 廚房
pet_14805, 3377, 鹽巴, 廚房
pet_14403, 3358, 氣喘, 死亡
pet_14497, 3360, 吃飯, 拿餐盤
pet_14889, 3412, 吃東西, 很愉快
pet_14907, 3357, 看電影, 害怕
pet_14907, 3357, 看電影, 恐懼
pet_14889, 3412, 吃東西, 很HAPPY
pet_3362, 3354, 電影, 大笑
pet_14573, 3357, 颱風, 強風
pet_14803, 3370, 草莓蛋糕, 甜點
pet_601, 3370, 草莓蛋糕, 甜點
pet_64, 3370, 草莓蛋糕, 甜點
pet_14548, 3370, 草莓蛋糕, 甜點
pet_14760, 3370, 草莓蛋糕, 甜點
pet_14929, 3370, 草莓蛋糕, 甜點
pet_14488, 3370, 草莓蛋糕, 甜點
pet_12354, 3370, 草莓蛋糕, 甜點
pet_14194, 3370, 草莓蛋糕, 甜點
pet_10686, 3370, 草莓蛋糕, 甜點
pet_12203, 3370, 雞蛋麵, 麵
pet_14476, 3386, 休息, 儲備精力
pet_8758, 3386, 休息, 儲備精力
pet_12656, 3370, 汽水, 飲料
pet_4193, 3370, 汽水, 飲料
pet_14632, 3370, 汽水, 飲料
pet_14911, 3370, 汽水, 飲料
pet_11803, 3370, 汽水, 飲料
pet_14445, 3370, 汽水, 飲料
pet_1426, 3370, 汽水, 飲料
pet_12203, 3370, 汽水, 飲料
pet_14779, 3370, 汽水, 飲料
pet_11453, 3370, 汽水, 飲料
pet_14697, 3370, 汽水, 飲料
pet_14560, 3370, 汽水, 飲料
pet_14194, 3370, 汽水, 飲料
pet_12134, 3370, 汽水, 飲料
pet_4206, 3370, 汽水, 飲料
pet_14478, 3370, 汽水, 飲料
pet_1728, 3370, 草莓蛋糕, 甜點
pet_13445, 3370, 銅鑼燒, 甜點
pet_11945, 3370, 銅鑼燒, 甜點
pet_14865, 3370, 銅鑼燒, 甜點
pet_14904, 3370, 提拉米蘇, 甜點
pet_14520, 3370, 提拉米蘇, 甜點
pet_15027, 3370, 提拉米蘇, 甜點
pet_14573, 3370, 提拉米蘇, 甜點
pet_15002, 3370, 提拉米蘇, 甜點
pet_14805, 3370, 提拉米蘇, 甜點
pet_5595, 3370, 提拉米蘇, 甜點
pet_14445, 3370, 提拉米蘇, 甜點
pet_14961, 3370, 提拉米蘇, 甜點
pet_14970, 3370, 提拉米蘇, 甜點
pet_14708, 3370, 提拉米蘇, 甜點
pet_13722, 3370, 提拉米蘇, 甜點
pet_8581, 3370, 提拉米蘇, 甜點
pet_14955, 3370, 提拉米蘇, 甜點
pet_14918, 3370, 提拉米蘇, 甜點
pet_1365, 3370, 提拉米蘇, 甜點
pet_14913, 3370, 提拉米蘇, 甜點
pet_14760, 3370, 提拉米蘇, 甜點
pet_14803, 3370, 提拉米蘇, 甜點
pet_14202, 3370, 提拉米蘇, 甜點
pet_13495, 3370, 提拉米蘇, 甜點
pet_458, 3370, 提拉米蘇, 甜點
pet_14906, 3370, 提拉米蘇, 甜點
pet_14632, 3370, 提拉米蘇, 甜點
pet_14914, 3370, 提拉米蘇, 甜點
pet_13376, 3370, 提拉米蘇, 甜點
pet_14282, 3370, 汽水, 飲料
pet_14805, 3370, 汽水, 飲料
pet_14791, 3370, 汽水, 飲料
pet_386, 3370, 汽水, 飲料
pet_14562, 3370, 汽水, 飲料
pet_14488, 3370, 汽水, 飲料
pet_99, 3370, 汽水, 飲料
pet_13479, 3370, 汽水, 飲料
pet_14488, 3399, 酸, 味覺
pet_7834, 3399, 酸, 味覺
pet_14009, 3399, 苦, 苦瓜
pet_7834, 3399, 苦, 苦瓜
pet_37, 3370, 香菇, 蔬菜
pet_14397, 3370, 香菇, 蔬菜
pet_14938, 3370, 香菇, 蔬菜
pet_14890, 3370, 香菇, 蔬菜
pet_14795, 3370, 香菇, 蔬菜
pet_14955, 3370, 竹筍, 蔬菜
pet_14760, 3370, 竹筍, 蔬菜
pet_13722, 3370, 竹筍, 蔬菜
pet_14907, 3370, 竹筍, 蔬菜
pet_1728, 3370, 竹筍, 蔬菜
pet_12354, 3370, 竹筍, 蔬菜
pet_14562, 3370, 竹筍, 蔬菜
pet_14476, 3370, 竹筍, 蔬菜
pet_14158, 3370, 四季豆, 蔬菜
pet_13057, 3370, 四季豆, 蔬菜
pet_14223, 3370, 四季豆, 蔬菜
pet_13894, 3391, 美工刀, 做勞作
pet_12479, 3391, 美工刀, 做勞作
pet_14795, 3384, 按鈕, 開門
pet_14795, 3370, 洋羹, 甜點
pet_13479, 3383, ptt寵物, 猜拳
pet_8493, 3383, ptt寵物, 猜拳
pet_14887, 3370, 下酒菜, 小菜
pet_41, 3370, 下酒菜, 小菜
pet_14158, 3370, 胡椒粒, 佐料
pet_14158, 3370, 香茅, 佐料
pet_14791, 3358, 熬夜, 遲到
pet_4575, 3358, 熬夜, 遲到
pet_14618, 3393, 貓, 豹
pet_14795, 3384, 按鈕, 開機
pet_14795, 3371, 便當, 超商
pet_14795, 3371, 飲料, 超商
pet_13928, 3370, 瓜子, 小菜
pet_12203, 3370, 瓜子, 小菜
pet_15022, 3370, 蘿蔔, 蔬菜
pet_14266, 3370, 蘿蔔, 蔬菜
pet_5227, 3370, 蘿蔔, 蔬菜
pet_5361, 3370, 蘿蔔, 蔬菜
pet_14924, 3370, 蘿蔔, 蔬菜
pet_14890, 3370, 蘿蔔, 蔬菜
pet_14925, 3370, 蘿蔔, 蔬菜
pet_2508, 3370, 蘿蔔, 蔬菜
pet_14912, 3370, 蘿蔔, 蔬菜
pet_14874, 3370, 蘿蔔, 蔬菜
pet_5425, 3370, 蘿蔔, 蔬菜
pet_14845, 3370, 蘿蔔, 蔬菜
pet_64, 3370, 蘿蔔, 蔬菜
pet_13246, 3370, 蘿蔔, 蔬菜
pet_13721, 3370, 蘿蔔, 蔬菜
pet_14478, 3370, 蘿蔔, 蔬菜
pet_9932, 3370, 蘿蔔, 蔬菜
pet_14697, 3370, 蘿蔔, 蔬菜
pet_14592, 3370, 蘿蔔, 蔬菜
pet_14607, 3370, 蘿蔔, 蔬菜
pet_14488, 3370, 蘿蔔, 蔬菜
