pet_31626, 3380, 筷子, 吃飯
pet_14033, 3404, 高血壓, 頭痛
pet_4613, 3390, 蛇, 老鼠
pet_1264, 3354, 考不好, 大哭
pet_30381, 3358, 打架, 傷害
pet_29668, 3386, 讀書, 更聰明
pet_30121, 3386, 讀書, 更聰明
pet_6935, 3386, 讀書, 更聰明
pet_1453, 3384, 貓, 打滾
pet_8045, 3388, 賣東西, 賺錢
pet_30091, 3386, 吃飯, 想吃飯
pet_24934, 3387, 變帥, 美女
pet_29668, 3390, 女人, 聊八卦
pet_29891, 3355, 睡覺, 踢被
pet_30205, 3412, 吵架, 不爽
pet_22178, 3391, 貓咪, 玩毛線
pet_14476, 3355, 頭暈, 嘔吐
pet_29745, 3392, 狗狗, 錢
pet_30269, 3391, 老師, 晉升
pet_27397, 3354, 沒飯吃, 肚子餓
pet_23510, 3384, 滑鼠, 壞掉
pet_30121, 3357, 做好事, 福報
pet_25876, 3383, 佣人, 打掃
pet_29392, 3377, 教務處, 學校
pet_30212, 3389, 喝湯, 口渴
pet_7167, 3367, 快樂, 愉悅
pet_29891, 3360, 懷孕, 驗孕
pet_30256, 3360, 出門, 打開門
pet_30237, 3388, 忍耐, 大便
pet_29668, 3356, 早睡早起, 健康
pet_28610, 3371, 貓, 貓籠
pet_29888, 3415, 浴室, 上廁所
pet_1264, 3389, 安靜, 哭
pet_29966, 3393, 蟲, 人類
pet_8045, 3380, 麻將, 打牌
pet_30256, 3366, 鋁梯, 鋁
pet_30121, 3366, 鋁梯, 鋁
pet_24677, 3385, 快樂, 吃飽了
pet_29728, 3389, 吹冷氣, 吃火鍋
pet_29922, 3391, 運動員, 運動
pet_30237, 3377, 廁所, 宿舍
pet_14476, 3380, 筆記本, 聽演講
pet_24934, 3412, 肚子餓, 喝湯
pet_30442, 3386, 填飽肚子, 生存
pet_30263, 3357, 心想事成, 快樂
pet_29969, 3388, 按開機鍵, 開電腦
pet_29950, 3357, 看電視, 放鬆
pet_30342, 3354, 運動, 變結實
pet_30254, 3387, 唸書, 學歷
pet_19538, 3389, 買東西, 不開心
pet_30442, 3395, 爸爸, 裁員
pet_29891, 3383, 老鼠, 當寵物
pet_30042, 3355, 肚子餓, 叫外賣
pet_30237, 3366, 書本, 布
pet_30164, 3354, 車禍, 死掉
pet_7167, 3383, 人, 掃地
pet_27847, 3353, 下午, 睡覺
pet_31286, 3389, 彈吉他, 開心
pet_11630, 3389, 彈吉他, 開心
pet_30458, 3386, 打電腦, 休閒
pet_30246, 3358, 生氣, 高血壓
pet_22178, 3384, 老闆, 罵員工
pet_28610, 3386, 吃飯, 聯絡感情
pet_29745, 3388, 關燈睡覺, 睡覺
pet_31411, 3360, 讀書, 翻開書
pet_30296, 3360, 看電視, 買電視
pet_22272, 3360, 喝飲料, 開瓶蓋
pet_30025, 3356, 考差, 悲傷
pet_30382, 3356, 吃冰, 很冷
pet_7167, 3389, 穿外套, 冬天
pet_8137, 3415, 尿急, 上廁所
pet_30205, 3391, 母親, 愛
pet_386, 3415, 公司, 開會
pet_14476, 3412, 看書, 戴眼鏡
pet_29668, 3357, 買東西, 滿足
pet_30233, 3366, 書櫃, 木材
pet_24142, 3399, 葡萄, 好吃
pet_12730, 3412, 遇到搶劫, 大叫
pet_14476, 3415, 學校, 抄筆記
pet_31457, 3380, 腳架, 拍照
pet_30120, 3354, 念書, 增長知識
pet_30256, 3380, 自動鉛筆, 寫字
pet_30232, 3358, 海鮮, 過敏
pet_30149, 3373, 東西, 椅子
pet_29668, 3357, 做虧心事, 厄運
pet_30011, 3353, 流鼻水, 看醫生
pet_29981, 3353, 很冷, 天氣熱
pet_29981, 3353, 很冷, 天氣熱
pet_8470, 3353, 很冷, 天氣熱
pet_30126, 3356, 肚子餓, 很生氣
pet_28155, 3388, 騎機車, 出門
pet_22132, 3354, 考試, 冒汗
pet_29544, 3375, 小狗, 房子
pet_29392, 3354, 寫字, 專心
pet_8179, 3412, 颱風來, 躲在家裡
pet_14476, 3412, 颱風來, 躲在家裡
pet_11945, 3412, 颱風來, 躲在家裡
pet_29899, 3356, 累了, 不想動
pet_30170, 3391, 窮人, 讀書
pet_1264, 3354, 考試, 睡不著
pet_30120, 3377, 卡片, 書店
pet_14607, 3358, 心臟病, 死亡
pet_24677, 3384, 打掃, 累
pet_29877, 3389, po文, 上PTT
pet_30055, 3366, 優酪乳, 牛奶
pet_30042, 3388, 看節目表, 看電視
pet_30170, 3358, 爭吵, 衝突
pet_10962, 3380, 浴巾, 游泳
pet_1264, 3356, 喝太多, 覺得飽
pet_5477, 3355, 驚嚇, 暈倒
pet_14607, 3378, 食物, 大賣場
pet_8581, 3390, 貓咪, 抓魚
pet_29668, 3354, 心情不好, 哭
pet_30237, 3393, 老虎, 母老虎
pet_645, 3366, 茶杯, 玻璃
pet_30296, 3373, 狗, 椅子
pet_29969, 3412, 颱風, 買糧食
pet_29392, 3356, 天氣熱, 渴
pet_30232, 3393, 狗, 跳蚤
pet_25977, 3356, 很餓, 想吃飯
pet_30149, 3383, 商人, 賺錢
pet_30084, 3390, 老鼠, 吃乳酪
pet_23080, 3412, 聊天, 聊八卦
pet_14476, 3415, 除夕夜, 守歲
pet_16076, 3380, 花, 拜拜
pet_248, 3391, 學生, 文憑
pet_20785, 3354, 上網, 解悶
pet_29891, 3355, 大地震, 房屋倒塌
pet_12920, 3385, 生氣, 被羞辱
pet_5459, 3371, 狗狗, 家
pet_29736, 3367, 音樂, 旋律
pet_30187, 3384, 人類, 吃飯
pet_30144, 3384, 人類, 睡覺
pet_1264, 3377, 草皮, 公園
pet_30055, 3366, 棒球, 縫線
pet_30269, 3378, 調味料, 廚房
pet_30171, 3399, 電視, 有趣的
pet_30889, 3356, 痛苦, 傷心
pet_10962, 3383, 狗, 旺旺叫
pet_30232, 3393, 蛇, 獵人
pet_645, 3386, 讀書, 充實內涵
pet_12920, 3384, 超人, 打壞人
pet_28155, 3380, 汽車, 開車
pet_12518, 3380, 汽車, 開車
pet_1264, 3389, 抱抱, 哭
pet_30237, 3355, 發燒, 看醫生
pet_29959, 3356, 天氣好, 很快樂
pet_30121, 3399, 蛆, 噁心
pet_30379, 3378, 牛奶, 冰箱裡
pet_29981, 3391, 主人, 養寵物
pet_29891, 3354, 塞車, 煩躁
pet_1453, 3353, 上班, 偷懶
pet_29950, 3355, 天氣冷, 洗熱水澡
pet_30614, 3415, 冬天, 穿大衣
pet_30144, 3386, 考試, 拿高分
pet_30256, 3412, 上班, 偷懶
pet_29915, 3357, 睡覺, 流口水
pet_29877, 3355, 天氣冷, 穿厚外套
pet_30034, 3354, 上課, 愛睏
pet_29981, 3353, 下課, 玩
pet_30223, 3354, 受傷, 想哭
pet_30212, 3389, 吃肉, 肚子餓
pet_29966, 3393, 蟲, 天敵
pet_29969, 3366, 麵包, 麵糰
pet_29969, 3354, 電影, 悲傷
pet_30075, 3409, 紅色, 有活力
pet_30379, 3415, 睡覺時, 開冷氣
pet_10962, 3355, 車禍, 骨折
pet_22272, 3356, 沒錢, 很難過
pet_30382, 3383, 小學生, 唸書
pet_1264, 3393, 弟弟, 老鼠
pet_5227, 3389, 唱歌, 思念
pet_29950, 3356, 喝水, 滿足
pet_30187, 3375, 椅子, 門
pet_7167, 3360, 回家, 進門
pet_29544, 3377, 零食, 大賣場
pet_29544, 3377, 生活用品, 大賣場
pet_30056, 3389, 睡, 想睡
pet_25991, 3370, 語言, 溝通
pet_29891, 3386, 養寵物, 排解寂寞
pet_23330, 3366, 玩偶, 木頭
pet_26391, 3354, 打瞌睡, 想睡覺
pet_27847, 3391, 你, 發財
pet_30256, 3386, 開車, 兜風
pet_5703, 3388, 看電視, 看海綿寶寶
pet_29392, 3354, 塞車, 抓狂
pet_8581, 3355, 期末考, 被當
pet_30064, 3355, 熬夜, 生病
pet_30091, 3391, 警察, 睡覺
pet_8045, 3375, 雲, 窗戶
pet_14476, 3415, 學校, 問老師問題
pet_30209, 3378, 水, 浴室
pet_29781, 3353, 生氣, 出氣
pet_29354, 3358, 過敏, 咳嗽
pet_29856, 3383, 鴨子, 被吃
pet_9781, 3380, 梳子, 剪頭毛
pet_29544, 3375, 小狗, 狗屋
pet_30042, 3389, 打人, 痛
pet_25876, 3415, 沒錢時, 借錢
pet_27578, 3356, 吃太多, 肥胖
pet_4613, 3384, 中樂透, 開心
pet_22697, 3385, 逃避, 不想面對
pet_30042, 3385, 哭, 被甩了
pet_386, 3412, 肚子餓, 煮麵
pet_31159, 3391, 老闆, 無薪假
pet_30259, 3380, 刀, 吃牛排
pet_29668, 3367, 宇宙, 恆星
pet_30237, 3356, 頭暈, 休息
pet_27519, 3366, 扇子, 紙
pet_30075, 3383, 貓咪, 陪主人
pet_30042, 3357, 錢財, 貪婪
pet_29823, 3383, 螞蟻, 找食物
pet_13497, 3385, 吃飯, 累了
pet_1264, 3353, 吃飯, 拿筷子
pet_27397, 3380, 發票, 結帳
pet_30021, 3357, 金錢, 地位
pet_29823, 3390, 上班族, 加薪
pet_29981, 3391, 老闆, 炒魷魚
pet_14476, 3384, 鬧鐘, 故障
pet_4526, 3389, 吃飯, 上班
pet_12121, 3404, 受傷, 流血
pet_30011, 3386, 聽音樂, 紓解壓力
pet_29563, 3393, 小孩, 餓
pet_30319, 3395, 上班, 加班
pet_1453, 3378, 廁所, 遊樂園
pet_30372, 3415, 上廁所, 看小說
pet_29891, 3354, 讀書, 賺大錢
pet_30120, 3391, 總統, 做好外交
pet_8045, 3380, 針頭, 抽血
pet_20446, 3385, 生病, 熬夜
pet_30232, 3415, 放假, 看電視
pet_30278, 3384, 小孩, 吃飯
pet_30187, 3384, 小孩, 吃飯
pet_10937, 3384, 小孩, 吃飯
pet_10962, 3378, 新聞, 網路上
pet_1264, 3360, 洗衣服, 泡水
pet_30302, 3357, 中發票, 錢
pet_5459, 3366, 垃圾, 塑膠
pet_30256, 3378, 保全, 銀行
pet_30110, 3354, 太累, 想睡
pet_29668, 3354, 感冒, 疲倦
pet_30055, 3387, 閱讀, 知識
pet_10936, 3387, 閱讀, 知識
pet_30296, 3377, 籃球, 體育館
pet_31386, 3370, 感冒, 病毒
pet_29823, 3388, 帶上耳機, 聽音樂
pet_29392, 3353, 發燒, 休息
pet_29910, 3353, 發燒, 休息
pet_30133, 3409, 國旗, 主權
pet_21856, 3377, 棺材, 殯儀館
pet_28155, 3353, 失戀, 找朋友訴苦
pet_5477, 3366, 機車, 機器
pet_30063, 3391, 老師, 幫助學生
pet_30830, 3384, 張學友, 唱歌
pet_29922, 3391, 青蛙, 下蛋
pet_29899, 3383, 教師, 教書
pet_1264, 3356, 想睡, 躺上床
pet_30173, 3366, 麵包, 麵團
pet_29331, 3366, 麵包, 麵團
pet_11116, 3366, 麵包, 麵團
pet_29966, 3357, 做壞事, 麻煩
pet_29890, 3388, 花錢, 吃大餐
pet_11085, 3412, 中獎, 請客
pet_29605, 3390, 藝人, 跳舞
pet_29877, 3389, 回文, 上PTT
pet_29392, 3357, 女朋友, 開心
pet_30145, 3357, 女朋友, 開心
pet_1264, 3412, 水災, 淹死
pet_29950, 3358, 鼻子癢, 打噴嚏
pet_29966, 3415, 中秋節, 剝柚子
pet_30263, 3383, 交往, 親親
pet_14476, 3383, 老師, 處罰學生
pet_30025, 3357, 老鼠, 病菌
pet_30025, 3357, 老鼠, 鼠疫
pet_30415, 3383, 上學, 學習
pet_29910, 3392, 女人, 經痛
pet_8179, 3375, 電線杆, 窗
pet_12920, 3386, 上學, 自己
pet_30109, 3387, 睡眠充足, 精神
pet_29745, 3393, 學生, 考不好
pet_30341, 3380, 紅藥水, 跌倒
pet_30011, 3386, 看書, 增加智慧
pet_29969, 3368, 項鍊, 金子
pet_30238, 3358, 上PTT, 上癮
pet_30237, 3355, 發燒, 嘔吐
pet_30397, 3412, 吃飯, 跟家人聊天
pet_14476, 3415, 除夕夜, 吃年夜飯
pet_26976, 3415, 端午節, 睡覺
pet_29668, 3356, 想家, 回家
pet_28920, 3355, 地震, 天搖地動
pet_29966, 3366, 手機, 機器
pet_645, 3378, 小鳥, 天上
pet_24142, 3380, 電視, 看球賽
pet_29745, 3383, 大人, 開車
pet_15246, 3354, 難過, 大哭
pet_31312, 3387, 多運動, 健康的膝蓋
pet_29981, 3415, 台灣, 逛夜市
pet_30042, 3380, 熱水, 喝茶
pet_29727, 3380, 熱水, 喝茶
pet_29891, 3399, 便當, 熱
pet_30379, 3387, 努力找, 工作
pet_30232, 3370, 香腸, 食品
pet_29745, 3388, 打手機, 聊天
pet_31130, 3395, 小學生, 考試
pet_30278, 3384, 小孩, 寫作業
pet_18843, 3384, 小孩, 寫作業
pet_30120, 3389, 找水喝, 口渴
pet_1264, 3383, 看電影, 喝飲料
pet_30316, 3383, 小狗, 喝水
pet_27847, 3383, 逛街, 買衣服
pet_29891, 3383, 逛街, 買衣服
pet_30292, 3378, 電腦, 客廳
pet_13894, 3380, 咖啡, 疲勞
pet_30413, 3380, 愛的小手, 打人
pet_10962, 3353, 美女, 搭訕
pet_29728, 3370, 腳踏車, 運動器材
pet_30149, 3412, 想睡覺, 上床睡覺
pet_1264, 3375, 麻雀, 窗
pet_248, 3386, 運動, 燃燒脂肪
pet_5651, 3356, 玩遊戲, 打電腦
pet_30238, 3360, 放水, 開水龍頭
pet_20785, 3384, 手機, 壞
pet_30237, 3395, 民進黨, 馬英九
pet_30063, 3356, 吃很多, 很飽
pet_30042, 3367, 男人, 細胞
pet_30291, 3353, 流汗, 休息
pet_19631, 3356, 很累, 不想工作
pet_22370, 3412, 結婚, 請客
pet_29891, 3378, 影印機, 圖書館
pet_30011, 3378, 司令台, 操場
pet_30083, 3386, 洗澡, 舒適
pet_27519, 3383, 老師, 教育學生
pet_645, 3412, 想哭, 忍住
pet_11556, 3389, 玩手機, 無聊
pet_30296, 3356, 沒體力, 吃飯
pet_10962, 3356, 沒體力, 吃飯
pet_12280, 3356, 沒體力, 吃飯
pet_30098, 3395, 上班族, 薪水低
pet_30030, 3390, 老虎, 母老虎
pet_28906, 3356, 想睡覺, 閉上眼睛
pet_29910, 3399, 可樂, 飲料
pet_26472, 3354, 看電影, 悲傷
pet_12573, 3380, 杯子, 泡茶
pet_31457, 3380, 茶壺, 泡茶
pet_29969, 3412, 颱風, 準備手電筒
pet_30232, 3360, 接電話, 說你好
pet_30011, 3388, 打開電腦, 玩電腦
pet_22132, 3386, 吃飯, 維持身體機能
pet_30232, 3412, 天氣熱, 喝冰水
pet_386, 3357, 積極, 好運
pet_31137, 3388, 出門覓食, 吃飯
pet_29981, 3371, 電腦, 公司
pet_29668, 3370, 幸福, 情緒
pet_29899, 3356, 吃飯, 肚子撐
pet_30187, 3391, 小孩, 禮物
pet_18843, 3404, 失眠, 睡不著
pet_31411, 3360, 吃飯, 感謝上帝
pet_20446, 3391, 媽媽, 打掃
pet_1453, 3358, 海嘯, 死亡
pet_25974, 3386, 去圖書館, 唸書
pet_30025, 3357, 老鼠, 髒亂
pet_30021, 3357, 睡覺, 舒服
pet_30149, 3385, 難過, 有感情
pet_30372, 3415, 上廁所, 看報紙
pet_30144, 3357, 抽籤, 好運
pet_30042, 3388, 打開電視機, 看電視
pet_29966, 3387, 跟父母要, 錢
pet_24677, 3388, 忍住, 哭泣
pet_7167, 3360, 上廁所, 開廁所門
pet_25991, 3360, 開車, 打方向燈
pet_1264, 3353, 開心, 吃飯
pet_3760, 3387, 多讀書, 學問
pet_19028, 3386, 買名牌, 滿足虛榮心
pet_29823, 3415, 口渴, 喝飲料
pet_28610, 3395, 老闆, 業績不好
pet_28610, 3386, 吃飯, 放鬆心情
pet_29823, 3354, 中樂透, 愉快
pet_29982, 3378, 水族缸, 水族館
pet_30864, 3391, 讀書, 老師
pet_29891, 3392, 期中考, 不及格
pet_29891, 3357, 錢, 慾望
pet_13670, 3380, 椅子, 上班
pet_30063, 3375, 車子, 窗
pet_30056, 3391, 學生, 努力
pet_21535, 3386, 打掃, 清潔
pet_29891, 3370, 牛奶, 飲品
pet_31435, 3389, 看書, 心情不好
pet_29966, 3366, 手機, 鋁合金
pet_30110, 3354, 冬天, 想睡
pet_30011, 3354, 冬天, 想睡
pet_13806, 3354, 冬天, 想睡
pet_29981, 3358, 運動, 氣喘
pet_30263, 3391, 媽媽, 有錢
pet_24677, 3380, 想像力, 畫畫
pet_7167, 3366, 柵欄, 木頭
pet_14476, 3378, 比基尼辣妹, 游泳池
pet_30442, 3357, 讀書, 疲憊
pet_29982, 3386, 洗澡, 讓身體乾淨
pet_4613, 3357, 亂吃東西, 肚子痛
pet_29981, 3357, 母雞, 小雞
pet_29950, 3357, 母雞, 小雞
pet_28610, 3370, 乖乖, 零食
pet_27965, 3354, 走路, 瘦身
pet_29890, 3360, 泡溫泉, 脫衣服
pet_920, 3360, 泡溫泉, 脫衣服
pet_11282, 3360, 泡溫泉, 脫衣服
pet_30379, 3415, 電腦前, 聽音樂
pet_29950, 3415, 電腦前, 聽音樂
pet_17606, 3354, 得獎, 快樂
pet_23510, 3357, 買房子, 房貸
pet_30205, 3391, 上班族, 中樂透
pet_7167, 3409, 紅色, 女性
pet_30232, 3393, 老鼠, 捕鼠板
pet_30185, 3380, 手, 打棒球
pet_29982, 3357, 熬夜, 疲累
pet_30011, 3387, 增廣見聞, 知識
pet_26391, 3389, 有人陪, 唱歌
pet_29990, 3386, 交女朋友, 快樂
pet_3879, 3380, 毛巾, 刷牙
pet_193, 3385, 大吼大叫, 生氣
pet_29728, 3378, 水, 便利商店
pet_29668, 3391, 老師, 學生有好成績
pet_12920, 3391, 小孩, 棒棒糖
pet_29668, 3370, 幸福, 滿足
pet_22132, 3353, 天冷, 開暖氣
pet_30194, 3378, 檔案, 電腦裡
pet_5477, 3386, 結婚, 父母
pet_29877, 3392, 男生, 好人卡
pet_30042, 3384, 放屁, 臭臭的
pet_4613, 3365, 人中, 臉
pet_30232, 3412, 告白, 臉紅
pet_248, 3366, 碗, 木材
pet_2695, 3378, 樹枝, 樹上
pet_2695, 3378, 樹枝, 樹上
pet_29745, 3383, 大象, 吃東西
pet_27519, 3383, 老師, 管教學生
pet_31130, 3354, 感動, 哭泣
pet_30232, 3353, 露營, 烤肉
pet_29899, 3356, 吃飯, 吃飽了
pet_30149, 3354, 吵架, 哭泣
pet_29668, 3388, 叫外賣, 吃東西
pet_5459, 3357, 打掃, 乾淨
pet_30351, 3357, 打掃, 乾淨
pet_31569, 3393, 雞, 獅子
pet_22272, 3370, 手機, 遊戲機
pet_30121, 3371, 老師, 辦公室
pet_12920, 3391, 學生, 上好學校
pet_11834, 3412, 放假, 快樂
pet_5459, 3393, 狗, 豹
pet_14476, 3391, 上班族, 提早下班
pet_24142, 3380, 網卡, 上網
pet_1264, 3380, 網卡, 上網
pet_31359, 3388, 存錢, 買車
pet_17742, 3412, 沒力氣, 吃飯
pet_8045, 3378, 考卷, 教室
pet_29668, 3409, 綠色, 興農牛
pet_30381, 3391, 小狗, 媽媽
pet_30291, 3357, 讀書, 痛苦
pet_30135, 3360, 讀書, 先睡飽
pet_29952, 3353, 餓了, 吃東西
pet_30162, 3380, 書架, 讀書
pet_5180, 3389, 吃飯, 吃
pet_30144, 3384, 人類, 吃
pet_23330, 3373, 狗, 屋簷
pet_14607, 3353, 手機, 打電話
pet_1264, 3389, 打瞌睡, 想睡
pet_1264, 3385, 洗澡, 不乾淨
pet_30801, 3354, 中頭獎, 開心
pet_645, 3386, 賺錢, 過好的生活
pet_16021, 3388, 聽歌, 放鬆
pet_10962, 3399, 巧克力, 甜甜的
pet_29668, 3355, 懷孕, 變胖
pet_23510, 3409, 打哈欠, 想睡
pet_30152, 3387, 打工, 房子
pet_12998, 3387, 打工, 房子
pet_2695, 3387, 伏地挺身, 肌肉
pet_30187, 3356, 無聊, 出去逛街
pet_7167, 3389, 休息一下, 累
pet_29981, 3412, 睡覺, 躺下來
pet_29745, 3388, 打電話給朋友, 聊天
pet_645, 3357, 紅包, 快樂
pet_31476, 3390, 小孩子, 玩具
pet_30445, 3390, 小孩子, 玩具
pet_30332, 3390, 小孩子, 玩具
pet_29891, 3390, 小孩子, 吃糖果
pet_31130, 3378, 雜誌, 便利商店
pet_14476, 3355, 生病, 嘔吐
pet_29668, 3383, 雞, 拍翅膀
pet_30066, 3383, 鴨, 吃飼料
pet_22132, 3383, 鴨, 吃飼料
pet_30046, 3354, 吃東西, 想睡覺
pet_29899, 3412, 上廁所, 沖馬桶
pet_29931, 3380, 調味料, 煮菜
pet_31471, 3378, 細菌, 馬桶
pet_30066, 3353, 音樂, 跳舞
pet_8794, 3380, 茶杯, 喝飲料
pet_27519, 3358, 失戀, 憂鬱
pet_27519, 3370, 下雨, 天氣
pet_1453, 3353, 想大便, 放屁
pet_30413, 3356, 想睡, 睡著了
pet_30042, 3357, 濫墾濫伐, 災難
pet_30121, 3357, 中大獎, 快樂
pet_30342, 3354, 購物, 花錢
pet_30223, 3354, 購物, 花錢
pet_30164, 3386, 生活, 人生
pet_28155, 3388, 騎腳踏車, 出門
pet_29668, 3380, 方向燈, 開車
pet_24657, 3390, 小貓, 貓草
pet_27847, 3357, 吵架, 生氣
pet_29877, 3389, 找事情做, 無聊
pet_29823, 3383, 水, 解渴
pet_30120, 3380, 網路, 打電腦
pet_29544, 3383, 美女, 化妝
pet_29966, 3357, 做壞事, 不安
pet_30098, 3404, 他累了, 有人在睡覺
pet_8045, 3387, 買樂透, 房子
pet_30164, 3386, 人, 睡覺
pet_30121, 3383, 清潔人員, 打掃
pet_29891, 3357, 遊玩, 快樂
pet_386, 3360, 大笑, 心情好
pet_386, 3360, 大笑, 開心
pet_28155, 3388, 拿包包, 出門
pet_20785, 3389, 蓋被子, 冷
pet_29891, 3412, 游泳, 帶泳帽
pet_30237, 3388, 買債券, 賺錢
pet_29823, 3360, 喝飲料, 打開瓶蓋
pet_30042, 3388, 吃零食, 吃東西
pet_13550, 3380, 手, 看報紙
pet_10962, 3356, 失眠, 很累
pet_30379, 3412, 無聊, 讀書
pet_8045, 3412, 跑步, 慢慢跑
pet_29823, 3412, 聽音樂, 很放鬆
pet_29732, 3373, 動物, 天空
pet_9015, 3412, 迷路, 找警察
pet_29966, 3378, 兔子, 籠子
pet_30170, 3391, 小孩, 讀書
pet_29823, 3377, 糖果, 雜貨店
pet_18286, 3386, 多運動, 長高
pet_30173, 3391, 工作, 輕鬆
pet_29982, 3370, 遊泳, 運動
pet_31137, 3355, 吃飯, 休息
pet_30237, 3366, 電腦, 手工
pet_29354, 3360, 做愛, 親吻
pet_29891, 3355, 肚子餓, 買東西吃
pet_30023, 3383, 老師, 學習
pet_29969, 3399, 草莓, 紅色的
pet_30246, 3386, 休息, 做更多事
pet_30378, 3387, 吃飽, 精神
pet_30263, 3391, 媽媽, 小孩乖
pet_30395, 3412, 心情好, 聽音樂
pet_17502, 3415, 遊樂場, 開心
pet_12920, 3357, 相親, 老婆
pet_29392, 3378, 餐點, 餐廳
pet_30238, 3354, 吃大餐, 滿足
pet_29668, 3354, 吃太飽, 想睡
pet_10962, 3353, 美女, 認識
pet_29990, 3386, 吃東西, 滿足食慾
pet_17732, 3412, 看康熙, 大笑
pet_30318, 3373, 雨傘, 天空
pet_31518, 3383, 他, 吃飯
pet_30405, 3360, 煮飯, 準備電鍋
pet_30627, 3380, 瀏覽器, 上網
pet_29899, 3399, 香蕉, 要剝皮的
pet_30011, 3386, 看書, 獲得知識
pet_30232, 3388, 打電動, 快樂
pet_29910, 3395, 上班族, 機車上司
pet_29668, 3378, 鐵蛋, 淡水
pet_29956, 3385, 感冒, 著涼了
pet_29668, 3378, 魚丸, 淡水
pet_30109, 3357, 演唱會, 垃圾
pet_30379, 3378, 商品, 百貨公司
pet_24142, 3399, 橘子, 好吃
pet_30083, 3380, 手, 筷子
pet_29931, 3380, 沙拉油, 煮菜
pet_29874, 3366, 皮球, 塑膠
pet_17737, 3415, 海邊, 堆沙堡
pet_13550, 3412, 下雨, 在家裡
pet_30121, 3353, 打報告, 電腦
pet_27847, 3384, 小貓, 跑
pet_30223, 3393, 壞孩子, 媽媽
pet_30109, 3412, 很累, 放空
pet_29668, 3388, 約人一起吃, 吃飯
pet_29969, 3383, 抓老鼠, 貓
pet_30135, 3383, 抓老鼠, 貓
pet_2695, 3356, 生氣, 血壓上升
pet_29891, 3391, 嬰兒, 奶嘴
pet_18843, 3391, 候選人, 選票
pet_30042, 3390, 大象, 吃草
pet_29891, 3390, 貓咪, 捉老鼠
pet_29891, 3390, 貓咪, 捉老鼠
pet_15722, 3390, 貓咪, 捉老鼠
pet_29745, 3367, 精子, 細胞
pet_11615, 3388, 用電腦, 打報告
pet_30110, 3378, 薯餅, 麥當勞
pet_30232, 3383, 拖把, 打掃
pet_30091, 3356, 沒錢, 買樂透
pet_30055, 3380, 雨傘, 颱風
pet_30064, 3415, 大便, 玩手機
pet_29993, 3383, 員工, 加班
pet_29891, 3412, 快樂, 與人分享
pet_29668, 3393, 蒼蠅, 殺蟲劑
pet_651, 3385, 開心, 考100分
pet_30121, 3399, 蕃茄, 紅色
pet_29668, 3386, 玩電腦, 愉快
pet_31532, 3383, 球員, 練球
pet_31404, 3389, 玩遊戲, 快樂
pet_1453, 3353, 上班, 休息
pet_30121, 3384, 狗, 顧門
pet_5459, 3360, 跳舞, 拉筋
pet_30271, 3367, 筷子, 竹子
pet_29976, 3383, 人, 創作
pet_29899, 3386, 養寵物, 覺得可愛
pet_29899, 3386, 養寵物, 覺得可愛
pet_24511, 3355, 跌倒, 很痛
pet_30378, 3353, 失戀, 買東西
pet_24142, 3383, 上班, 打混
pet_22178, 3366, 足球, 塑膠
pet_30232, 3370, 音響, 物品
pet_30021, 3389, 上PTT, 累
pet_29950, 3370, 手機, 用具
pet_248, 3386, 打工, 賺學費
pet_29188, 3370, 鉛筆, 寫字工具
pet_30121, 3389, 吃火鍋, 覺得冷
pet_30121, 3389, 喝熱湯, 覺得冷
pet_29891, 3378, 燈, 圖書館
pet_30133, 3357, 吃飯, 變胖
pet_8045, 3391, 睏, 睡覺
pet_30254, 3391, 累了, 洗澡
pet_29823, 3395, 教授, 遲到
pet_29891, 3390, 小貓, 跟人玩
pet_24657, 3390, 小貓, 跟人玩
pet_29891, 3356, 游泳, 覺得餓
pet_29668, 3366, 米飯, 稻米
pet_30232, 3370, 沙發, 用品
pet_29741, 3389, 睡覺, 天氣熱
pet_30237, 3395, 民進黨, 國民黨
pet_30121, 3384, 老鼠, 偷吃
pet_30056, 3384, 老鼠, 偷吃
pet_29899, 3356, 睡覺, 睡飽了
pet_29354, 3355, 肚子痛, 大便
pet_30120, 3377, 餅乾, 雜貨店
pet_29823, 3377, 餅乾, 雜貨店
pet_29966, 3415, 選舉日, 拜票
pet_30436, 3357, 對發票, 獎金
pet_30149, 3373, 地毯, 椅子
pet_14607, 3378, 衣服, 大賣場
pet_27150, 3386, 唸書, 增長知識
pet_30098, 3391, 媽媽, 做家事
pet_29354, 3391, 老師, 考學生
pet_14476, 3354, 晚上, 想睡覺
pet_29922, 3388, 拿掃把, 打掃
pet_1264, 3354, 考試, 擔心
pet_1264, 3354, 考試, 擔心
pet_30042, 3354, 中大獎, 開心
pet_31193, 3412, 開心, 出去玩
pet_30291, 3373, 屋簷, 天空
pet_10962, 3353, 考不好, 讀書
pet_29931, 3353, 考不好, 讀書
pet_19284, 3353, 考不好, 讀書
pet_1264, 3354, 考一百分, 大笑
pet_30056, 3412, 颱風, 玩電腦
pet_31312, 3370, 烤箱, 電器
pet_30254, 3391, 髒了, 洗澡
pet_29823, 3387, 保養, 漂亮的臉蛋
pet_28906, 3357, 亂丟垃圾, 罰單
pet_29931, 3393, 強姦犯, 警察
pet_248, 3387, 努力讀書, 前途
pet_30110, 3391, 放假, 打電動
pet_30238, 3392, 努力, 失敗
