pet_6164, 3366, 龜頭, 烏龜
pet_14590, 3384, 鬧鐘, 叫
pet_168, 3384, 鬧鐘, 走
pet_13603, 3384, 鬧鐘, 沒電
pet_168, 3360, 看書, 翻開
pet_168, 3360, 看書, 有精神
pet_304, 3360, 進PTT, 連上網
pet_304, 3360, 進PTT, 點兩下
pet_304, 3360, 進PTT, 打密碼
pet_304, 3360, 進PTT, 開電腦
pet_62, 3356, 悶悶, 哭哭
pet_62, 3356, 悶悶, 要發洩
pet_62, 3375, 警衛, 學校
pet_305, 3375, 美女, 公司
pet_305, 3375, 汽車, 公司
pet_305, 3375, 經理, 公司
pet_306, 3386, 考試, 學習
pet_306, 3386, 考試, 成長
pet_306, 3375, 爸爸, 家
pet_306, 3375, 售票員, 電影院
pet_306, 3375, 販賣機, 電影院
pet_306, 3375, 等待的人, 電影院
pet_306, 3375, 垃圾桶, 電影院
pet_306, 3375, 廁所, 電影院
pet_306, 3353, 洗澡, 濕
pet_306, 3353, 玩水球戰, 濕
pet_306, 3353, 下雨天, 濕
pet_306, 3353, 髒髒, 濕
pet_306, 3353, 洗衣服, 濕
pet_15417, 3384, 電腦, 計算
pet_202, 3384, 樹, 釋放氧氣
pet_202, 3367, 彗星撞地球, 電影
pet_202, 3386, 讀書, 滿足自己
pet_10661, 3386, 讀書, 賺錢
pet_11834, 3386, 讀書, 賺錢
pet_14020, 3386, 讀書, 賺錢
pet_14286, 3386, 讀書, 賺錢
pet_13712, 3386, 讀書, 賺錢
pet_307, 3386, 讀書, 學更多
pet_202, 3355, 沒錢, 打工
pet_202, 3390, 我, 吃喝玩樂
pet_139, 3354, 看到情侶分手, 開心
pet_202, 3388, 尷尬, 哈哈
pet_202, 3388, 無情, 哈哈
pet_202, 3388, 無奈, 哈哈
pet_15760, 3353, 熱, 脫衣服
pet_14117, 3353, 熱, 脫衣服
pet_202, 3353, 下水, 脫衣服
pet_21, 3353, 被發卡, 耍自閉
pet_21, 3353, 被發卡, 找女人
pet_21, 3390, 貓咪, 晒太陽
pet_21, 3390, 貓咪, 貓草
pet_21, 3390, 小弟弟, 大姊姊
pet_21, 3390, 小弟弟, 糖果
pet_21, 3390, 小弟弟, 玩具
pet_21, 3390, 小弟弟, 出去玩
pet_21, 3390, 小弟弟, 兒童樂園
pet_15748, 3353, 生病, 看醫生
pet_15722, 3353, 肚子痛, 看醫生
pet_14191, 3353, 頭痛, 看醫生
pet_15683, 3380, 毛巾, 洗澡
pet_15387, 3380, 毛巾, 洗澡
pet_14818, 3380, 毛巾, 洗澡
pet_15290, 3380, 毛巾, 洗澡
pet_14889, 3380, 毛巾, 洗澡
pet_14596, 3380, 毛巾, 洗澡
pet_13925, 3380, 毛巾, 洗澡
pet_14268, 3380, 毛巾, 洗臉
pet_14228, 3380, 毛巾, 洗臉
pet_13653, 3380, 毛巾, 洗臉
pet_21, 3399, 馬英九, 清廉
pet_21, 3399, 馬英九, 正直
pet_21, 3399, 馬英九, 人民選出來
pet_21, 3399, 馬英九, 無能
pet_15694, 3386, 喝水, 解渴
pet_15694, 3386, 喝水, 解渴
pet_14415, 3386, 喝水, 解渴
pet_21, 3354, 哥哥, 安心
pet_21, 3354, 哥哥, 快樂
pet_21, 3357, 戀愛, 愛
pet_21, 3357, 感覺, 愛
pet_21, 3357, 緣份, 愛
pet_21, 3357, 交友, 愛
pet_21, 3357, 命運, 愛
pet_21, 3354, 蘇打綠, 興奮
pet_21, 3354, 蘇打綠, 想唱歌
pet_21, 3354, 蘇打綠, 小情歌
pet_304, 3393, 大叔, 沒錢
pet_304, 3393, 大叔, 變老
pet_28, 3380, 衛生紙, 吃飯
pet_3647, 3380, 衛生紙, 吃飯
pet_15673, 3380, 衛生紙, 洗手
pet_11418, 3380, 衛生紙, 打噴嚏
pet_8749, 3380, 衛生紙, 打噴嚏
pet_21, 3354, 青峰, 開心
pet_296, 3393, 大叔, 外在環境變化
pet_296, 3393, 大叔, 中年失業
pet_296, 3393, 大叔, 老婆出牆
pet_296, 3393, 大叔, 沒有真愛
pet_14476, 3389, 睡覺, 心情不好
pet_21, 3389, 運動, 有慾望
pet_301, 3389, 殺人, 心情不好
pet_301, 3389, 想哭, 心情不好
pet_301, 3389, 有個人陪, 心情不好
pet_229, 3383, 無聊, 上網
pet_312, 3391, 天氣熱, 脫衣服
pet_21, 3393, 豬, 被宰
pet_259, 3357, 宿便, 大腸癌
pet_259, 3357, 作習不正常, 大腸癌
pet_259, 3357, 飲食不正常, 大腸癌
pet_259, 3357, 致癌物質, 大腸癌
pet_311, 3388, 找人陪, 有人陪
pet_311, 3388, 找另一半, 有人陪
pet_311, 3356, 想放屁, 就放屁
pet_311, 3356, 想放屁, 吃番薯
pet_311, 3356, 想放屁, 亂吃東西
pet_312, 3383, 娘娘, 吃蟠桃
pet_21, 3383, 娘娘, 找皇上
pet_311, 3390, 哆啦A夢, 小咪
pet_311, 3356, 暈, 吐了
pet_311, 3356, 暈, 休息
pet_8279, 3356, 暈, 吃藥
pet_311, 3356, 暈, 按摩
pet_15310, 3389, 唱歌, 心情好
pet_11482, 3393, 小狗, 獅子
pet_14562, 3393, 小狗, 大狗
pet_309, 3387, 錢, 馬子
pet_14491, 3357, 熬夜, 爆肝
pet_15651, 3412, 睡覺, 夢遊
pet_14938, 3412, 睡覺, 夢遊
pet_100, 3384, 被棒球打到, 昏倒
pet_21, 3366, 花瓶, 陶器
pet_314, 3393, 兔子, 人
pet_13455, 3366, 衣服, 羊毛
pet_311, 3387, 有專情的心, 完美的情人
pet_311, 3387, 無比的耐心, 完美的情人
pet_311, 3387, 寬宏的包容心, 完美的情人
pet_144, 3378, 很多書, 主人
pet_144, 3378, 很多衣服, 主人
pet_144, 3378, 愛心, 主人
pet_144, 3378, 人緣, 主人
pet_315, 3378, 白飯和菜, 便當
pet_14321, 3370, 烹, 料理方式
pet_39, 3356, 化妝, 皮膚差
pet_39, 3356, 化妝, 氣色好
pet_51, 3395, 豬, 菜刀
pet_51, 3395, 豬, 屠宰場
pet_51, 3395, 豬, 瘦肉精
pet_261, 3366, 宅男, 線上遊戲
pet_156, 3395, 魚, 釣鉤
pet_156, 3395, 魚, 漁夫
pet_156, 3395, 魚, 汙染
pet_156, 3395, 魚, 油汙
pet_156, 3371, 大便, 腸子
pet_156, 3371, 大便, 直腸
pet_156, 3371, 大便, 化糞池
pet_254, 3399, 烏龜, 長壽
pet_254, 3399, 烏龜, 吉祥
pet_254, 3399, 烏龜, 慢吞吞
pet_316, 3387, 跟老師套交情, 好成績
pet_241, 3357, 吃安眠藥, 想睡
pet_241, 3357, 熬夜, 想睡
pet_241, 3357, 讀書, 想睡
pet_241, 3357, 冷笑話, 想睡
pet_113, 3357, 卡車司機, 檳榔
pet_52, 3370, 抹茶蛋糕, 戀愛
pet_52, 3370, 抹茶蛋糕, 回憶
pet_54, 3383, 好好照顧自己, 早睡
pet_54, 3383, 好好照顧自己, 保重身體
pet_54, 3383, 好好照顧自己, 認真唸書
pet_306, 3383, 好好讀書, 變聰明
pet_306, 3383, 好好讀書, 幫別人
pet_306, 3383, 好好讀書, 做大事
pet_306, 3383, 好好讀書, 教別人
pet_54, 3383, 要聽話, 體貼
pet_54, 3375, 門鈴, 門
pet_54, 3375, 門把, 門
pet_54, 3375, 春聯, 門
pet_54, 3384, 沙塵暴, 污染空氣
pet_54, 3384, 沙塵暴, 引起過敏
pet_305, 3370, 音響, 機器
pet_305, 3370, 音響, 電器
pet_305, 3370, 音響, 科技
pet_305, 3370, 音響, 家用品
pet_305, 3383, 要乖, 唸書
pet_305, 3383, 要乖, 讀書
pet_305, 3383, 要乖, 看書
pet_305, 3383, 要乖, k書
pet_305, 3383, 要乖, 猛看書
pet_54, 3370, 奶油泡芙, 食物
pet_54, 3370, 奶油泡芙, 泡芙
pet_54, 3375, 廚房, 冰箱
pet_54, 3375, 插座, 冰箱
pet_322, 3367, 喵喵, 鬍鬚
pet_102, 3367, 喵喵, 貓叫聲
pet_322, 3370, 蠟筆小新, 電視節目
pet_323, 3375, 我, 馬桶
pet_323, 3375, 妳, 馬桶
pet_323, 3375, 衛生紙, 馬桶
pet_322, 3383, 愛惜自己, 好好睡覺
pet_322, 3383, 愛惜自己, 正常飲食
pet_322, 3383, 愛惜自己, 作息正常
pet_322, 3399, 可愛, 令人喜愛
pet_322, 3391, 懷孕, 休息
pet_322, 3391, 懷孕, 產檢
pet_322, 3391, 做愛, 不懂
pet_322, 3391, 小朋友, 小貓咪
pet_322, 3391, 貓媽媽, 小貓咪
pet_325, 3391, 做愛, 繁衍
pet_325, 3391, 做愛, 傳宗接代
pet_326, 3388, 開音樂, 唸書
pet_326, 3388, 擦桌子, 唸書
pet_326, 3388, 倒一大杯水, 唸書
pet_326, 3388, 拿起筆, 唸書
pet_322, 3388, 用功, 唸書
pet_305, 3388, 玩遊戲, 唸書
pet_305, 3388, 聊天, 唸書
pet_23, 3357, 期中考, 焦慮
pet_23, 3357, 期中考, 作弊
pet_305, 3391, 贏球, 贏獎金
pet_305, 3391, 贏球, 贏money
pet_305, 3391, 贏球, 賺錢錢
pet_305, 3391, 贏球, 成就感
pet_174, 3388, 買菜, 炒飯
pet_174, 3388, 買油, 炒飯
pet_174, 3388, 買火腿, 炒飯
pet_174, 3388, 買雞蛋, 炒飯
pet_174, 3388, 先吃洋芋片, 炒飯
pet_23, 3354, 打情罵俏, 眼紅
pet_23, 3354, 打情罵俏, 臉紅心跳
pet_23, 3354, 打情罵俏, 陶醉
pet_325, 3354, 打情罵俏, 被打死
pet_325, 3354, 打情罵俏, 被罵死
pet_325, 3354, 打情罵俏, 閃到路人
pet_325, 3354, 打情罵俏, 感情提升
pet_23, 3388, 下載歌, 歌
pet_23, 3388, 唱歌, 歌
pet_23, 3353, 打球後, 吃飯
pet_23, 3388, 入伍, 當兵
pet_23, 3388, 鍛鍊身體, 當兵
pet_23, 3388, 體檢, 當兵
pet_327, 3388, 看書, 當宅宅
pet_289, 3355, 到夾娃娃機台, 夾娃娃
pet_274, 3386, 買專輯, 聽歌
pet_11556, 3355, 吃瀉藥, 拉肚子
pet_289, 3355, 熬夜, 翹課
pet_312, 3355, 貪睡, 翹課
pet_240, 3355, 上課, 打瞌睡
pet_304, 3355, 頭痛, 撞牆
pet_304, 3355, 想撞牆, 撞牆
pet_304, 3355, 生氣, 撞牆
pet_261, 3355, 水乳交融, 懷孕
pet_261, 3355, 天雷地火, 懷孕
pet_261, 3355, 纏綿, 懷孕
pet_327, 3357, 善良, 錢財
pet_327, 3357, po文, 錢財
pet_389, 3415, 迷路, 暈倒
pet_327, 3415, 迷路, 問警察
pet_327, 3415, 迷路, 大哭
pet_327, 3415, 迷路, 找媽媽
pet_327, 3415, 迷路, 原地等待
pet_139, 3377, 衛生棉, 櫃子
pet_139, 3377, 古董, 櫃子
pet_389, 3415, 跌倒了, 笑
pet_139, 3377, 屍體, 樹下
pet_139, 3377, 骨骸, 樹下
pet_139, 3377, 黃金, 樹下
pet_139, 3377, 大便, 樹下
pet_139, 3377, 尿尿, 樹下
pet_346, 3415, 下雨天, 跑步
pet_139, 3399, 靈魂, 有形
pet_139, 3399, 靈魂, 無形
pet_139, 3399, 靈魂, 恐怖
pet_139, 3399, 靈魂, 青面獠牙
pet_139, 3399, 靈魂, 綠色的
pet_391, 3377, 富士山, 日本
pet_391, 3377, 東京鐵塔, 日本
pet_391, 3377, 薰衣草, 日本
pet_391, 3377, 大阪燒, 日本
pet_139, 3415, 沙漠裡, 裝死
pet_139, 3415, 沙漠裡, 找水
pet_139, 3415, 沙漠裡, 找仙人掌
pet_139, 3415, 沙漠裡, 找駱駝
pet_131, 3356, 吃飯, 堅持
pet_327, 3389, 買喜歡的東西, 花錢
pet_327, 3389, 買食物, 花錢
pet_327, 3389, 買禮物, 花錢
pet_327, 3389, 吃大餐, 花錢
pet_327, 3389, 媽媽付錢, 花錢
pet_327, 3360, 洗澡, 拿掉耳環
pet_327, 3360, 洗澡, 拆頭髮
pet_15341, 3360, 洗澡, 拿換洗衣物
pet_303, 3386, 看live, 開心
pet_303, 3386, 看live, 聽音樂
pet_303, 3386, 看live, 聽破音
pet_303, 3386, 看live, 搞熱鬧
pet_54, 3387, 外向, 好朋友
pet_54, 3387, 多認識人, 好朋友
pet_54, 3387, 參加社團, 好朋友
pet_54, 3378, 石頭, 魚缸裡
pet_54, 3378, 海帶, 魚缸裡
pet_54, 3389, 親熱, 約會
pet_54, 3389, 熱吻, 約會
pet_54, 3392, 嬰兒, 腎結石
pet_54, 3392, 嬰兒, 感冒
pet_54, 3392, 嬰兒, 病
pet_54, 3355, 犯罪, 被警察抓
pet_54, 3355, 殺人, 被警察抓
pet_54, 3355, 放火, 被警察抓
pet_15486, 3388, 煮飯, 吃飯
pet_14573, 3388, 煮飯, 吃飯
pet_15481, 3388, 煮飯, 吃飯
pet_15061, 3388, 煮飯, 吃飯
pet_15214, 3388, 煮飯, 吃飯
pet_13626, 3388, 買便當, 吃飯
pet_15061, 3388, 買便當, 吃飯
pet_15061, 3388, 洗手, 吃飯
pet_14560, 3388, 洗手, 吃飯
pet_392, 3415, 被打時, 崩潰
pet_392, 3415, 被打時, 決鬥
pet_392, 3415, 被打時, 繞人
pet_392, 3415, 被打時, 逃跑
pet_54, 3387, 真誠, 朋友
pet_84, 3370, 愛, 包袱
pet_84, 3370, 愛, 相知相守
pet_84, 3370, 愛, 陪伴
pet_54, 3370, 愛, 情感
pet_54, 3370, 愛, 緣分
pet_54, 3370, 愛, 陪伴
pet_54, 3386, 吃東西, 升高血糖
pet_207, 3355, A錢, 被警察抓
pet_207, 3355, 開酒喝車, 被警察抓
pet_207, 3355, 劉文聰, 被警察抓
pet_54, 3373, 煙火, 國慶日
pet_54, 3373, 國慶典禮, 國慶日
pet_54, 3373, 升旗, 國慶日
pet_207, 3373, 茂伯, 國慶日
pet_13208, 3415, 國慶日, 出去玩
pet_11562, 3415, 國慶日, 出去玩
pet_540, 3415, 國慶日, 出去玩
pet_13455, 3415, 國慶日, 看煙火
pet_15801, 3415, 國慶日, 休息
pet_54, 3415, 國慶日, 休息
pet_15132, 3388, 打工, 賺錢
pet_13455, 3388, 打工, 賺錢
pet_12262, 3388, 打工, 賺錢
pet_15132, 3388, 找工作, 賺錢
pet_4238, 3388, 找工作, 賺錢
pet_54, 3388, 家教, 賺錢
pet_15669, 3415, 生日, 慶生
pet_64, 3415, 生日, 慶生
pet_12566, 3415, 生日, 慶生
pet_54, 3353, 沒錢, 炒股票
pet_15082, 3415, 中秋節, 吃月餅
pet_13401, 3415, 中秋節, 吃月餅
pet_13241, 3415, 中秋節, 吃月餅
pet_14397, 3415, 中秋節, 吃月餅
pet_15082, 3415, 生日, 唱歌
pet_207, 3415, 中秋節, 打麻將
pet_12768, 3360, 煮泡麵, 燒開水
pet_54, 3360, 煮泡麵, 燒開水
pet_14505, 3360, 煮泡麵, 打蛋
pet_10806, 3383, 男人, 工作
pet_3265, 3383, 男人, 工作
pet_54, 3383, 男人, 讀書
pet_10742, 3383, 男人, 養家
pet_54, 3383, 男人, 疼女人
pet_54, 3357, 洗錢, 牢獄之災
pet_54, 3357, 洗錢, 判刑
pet_54, 3357, 洗錢, 財富
pet_54, 3357, 洗錢, 犯罪
pet_54, 3357, 洗錢, 控訴
pet_54, 3355, 開電腦, 耍冗
pet_54, 3355, 開電腦, 打報告
pet_207, 3355, 睡著, 看電影
pet_207, 3355, 蹺課, 看電影
pet_393, 3355, msn當掉, 不能聊天
pet_393, 3355, msn當掉, 會很無聊
pet_393, 3355, msn當掉, 無法開會
pet_393, 3355, msn當掉, 對方會生氣
pet_192, 3390, 男人, 名表
pet_192, 3390, 男人, 權力地位
pet_192, 3390, 陳水扁, 汙錢
pet_192, 3390, 陳水扁, 崩潰
pet_192, 3390, 陳水扁, 裝可憐
pet_192, 3390, 陳水扁, 言詞博取無辜
pet_389, 3388, 自殺, 變胖
pet_389, 3388, 自殘, 變胖
pet_389, 3388, 整形, 變胖
pet_161, 3356, 自在, 活出自我
pet_161, 3386, 甘於平淡, 知足的幸福
pet_162, 3354, 吃美食, 笑
pet_162, 3415, 喝水, 身體健康
pet_389, 3354, 被21, 想死
pet_28, 3370, 柴魚片, 食材
pet_155, 3415, 大便, 背單字
pet_155, 3415, 大便, 背條文
pet_155, 3415, 大便, 想東想西
pet_155, 3387, 偷懶, 閒
pet_155, 3387, 翹課, 閒
pet_155, 3387, 平常多準備, 閒
pet_155, 3384, 毒奶, 腎結石
pet_155, 3384, 毒奶, 可能會致癌
pet_155, 3415, 吃飯, 邊聊天
pet_155, 3415, 吃飯, 邊喝飲料
pet_15668, 3384, 電腦, 當機
pet_15662, 3384, 電腦, 當機
pet_4882, 3384, 電腦, 當機
pet_304, 3384, 電腦, 分土豆
pet_304, 3384, 電腦, 做很多事
pet_304, 3384, 電腦, 抓音樂
pet_304, 3384, 電腦, 上PTT
pet_155, 3384, 電腦, 存檔
pet_15662, 3384, 電腦, 上網
pet_15668, 3384, 電腦, 上網
pet_15035, 3384, 電腦, 上網
pet_15473, 3384, 電腦, 上網
pet_11635, 3357, 翹班, 沒薪資
pet_155, 3390, 老鼠, 陰暗
pet_155, 3390, 老鼠, 潮溼
pet_341, 3404, 身體有問題, 暈眩
pet_328, 3354, 吃麥當勞, 興奮
pet_328, 3354, 聽歌, 興奮
pet_328, 3354, 開車, 興奮
pet_148, 3404, 酒醉, 嘔吐
pet_148, 3404, 感到噁心, 嘔吐
pet_325, 3387, 看電視, 好心情
pet_1934, 3387, 吃東西, 好心情
pet_325, 3390, 小姐, 衣服
pet_325, 3390, 小姐, 化妝
pet_325, 3390, 小姐, 男人
pet_325, 3390, 小姐, 夜店
pet_8560, 3366, 地獄, 火
pet_118, 3366, 腦殘, 白目國中生
pet_118, 3366, 腦殘, 公主病患者
pet_322, 3353, 看到彩虹時, 抱抱
pet_322, 3353, 看到彩虹時, 照相
pet_322, 3353, 看到彩虹時, 野餐
pet_322, 3353, 看到彩虹時, 分享給大家
pet_181, 3370, 一天到晚加班, 忙碌的生活
pet_181, 3370, 一天到晚加班, 充實的生活
pet_181, 3370, 一天到晚加班, 很累的生活
pet_181, 3370, 一天到晚加班, 訓練
pet_322, 3370, 一天到晚加班, 地獄
pet_322, 3370, 在家睡覺, 奢侈的行為
pet_322, 3370, 在家睡覺, 安心感
pet_322, 3357, 誠實, 友誼
pet_322, 3357, 誠實, 信任
pet_322, 3357, 誠實, 信賴
pet_322, 3357, 誠實, 讚美
pet_322, 3383, 國力弱, 被攻
pet_396, 3356, 相信, 堅強
pet_322, 3370, 沒藥醫, 絕症
pet_322, 3370, 沒藥醫, 不幸
pet_322, 3370, 沒藥醫, 壞消息
pet_322, 3370, 沒藥醫, 惡耗
pet_10584, 3388, 出門, 逛街
pet_322, 3388, 克制慾望, 逛街
pet_322, 3383, 大眾, 湊熱鬧
pet_322, 3383, 旁觀者, 湊熱鬧
pet_322, 3383, 強權, 攻
pet_322, 3383, 美國, 攻
pet_322, 3392, 男女朋友, 分手
pet_199, 3388, 牽手, 看電影
pet_939, 3388, 睡覺, 看電影
pet_199, 3388, 睡覺, 看電影
pet_322, 3388, 視訊, 見見思念的人
pet_322, 3388, 邀約, 見見思念的人
pet_322, 3388, 寫信, 見見思念的人
pet_199, 3385, 上PTT, 想玩寵物
pet_199, 3385, 上PTT, 想看職場的文
pet_14476, 3385, 上PTT, 無聊
pet_199, 3385, 上PTT, 想睡
pet_322, 3366, 心意, 愛
pet_322, 3366, 心意, 真誠
pet_322, 3366, 堅強的心智, 磨練
pet_322, 3366, 堅強的心智, 經驗
pet_322, 3366, 堅強的心智, 失戀
pet_322, 3366, 堅強的心智, 人生歷練
pet_322, 3392, 慈善家, 酬勞
pet_322, 3392, 捐錢者, 酬勞
pet_322, 3392, 志工, 酬勞
pet_199, 3388, 平淡, 大哭一場
pet_199, 3388, 開心, 大哭一場
pet_199, 3388, 想睡, 大哭一場
pet_199, 3388, 累, 大哭一場
pet_322, 3392, 失戀者, 情侶
pet_322, 3392, 情傷的人, 情侶
pet_199, 3389, 花, 領錢
pet_199, 3389, 玩女人, 領錢
pet_199, 3389, 吃大餐, 領錢
pet_199, 3389, 買名車, 領錢
pet_199, 3389, 開公司, 領錢
pet_322, 3366, 奮發向上, 耐心
pet_322, 3366, 奮發向上, 毅力
pet_322, 3366, 奮發向上, 決心
pet_322, 3366, 奮發向上, 企圖心
pet_322, 3392, 慈善家, 回報
pet_322, 3392, 捐錢者, 回報
pet_322, 3392, 志工, 回報
pet_139, 3392, 你, 好處
pet_139, 3392, 他, 好處
pet_139, 3392, 馬英九, 好處
pet_139, 3392, 陳水扁, 好處
pet_199, 3366, 快樂的人生, 開心
pet_199, 3366, 快樂的人生, 快樂
pet_199, 3366, 快樂的人生, 笑
pet_199, 3366, 快樂的人生, 睡飽飽
pet_199, 3366, 快樂的人生, 吃飽飽
pet_199, 3370, 完成目標, 美德
pet_322, 3370, 完成目標, 自我期許
pet_322, 3370, 完成目標, 爽感
pet_139, 3357, 樂於助人, 牢獄之災
pet_139, 3357, 樂於助人, 被告
pet_139, 3357, 樂於助人, 賠錢
pet_139, 3357, 樂於助人, 上新聞
pet_322, 3353, 下雨時, 聽音樂
pet_322, 3353, 下雨時, 待在家
pet_322, 3353, 下雨時, 無所事事
pet_177, 3383, 曬太陽, 戴墨鏡
pet_177, 3383, 騎車, 戴墨鏡
pet_177, 3383, 滑雪, 戴墨鏡
pet_177, 3383, 做日光浴, 戴墨鏡
pet_139, 3353, 聖誕節時, 找聖誕老人
pet_139, 3353, 聖誕節時, 要禮物
pet_322, 3366, 水, 氫原子
pet_322, 3366, 水, 氧原子
pet_322, 3357, 喝水, 上廁所
pet_322, 3357, 喝飲料, 上廁所
pet_322, 3357, 吃飯, 上廁所
pet_322, 3353, 思念某人時, 打電話
pet_322, 3353, 思念某人時, 寫信
pet_322, 3353, 思念某人時, 喝酒
pet_322, 3353, 思念某人時, 訴苦
pet_322, 3353, 思念某人時, 抱抱
pet_153, 3357, 安眠藥, 睡覺
pet_322, 3357, 被錄取, 上班
pet_322, 3357, 面試, 上班
pet_322, 3357, 畢業, 上班
pet_230, 3357, 日行一善, 好運氣
pet_230, 3357, 日行一善, 快樂的心
pet_230, 3357, 日行一善, 別人的幫助
pet_230, 3357, 日行一善, 稱讚
pet_230, 3357, 日行一善, 好心情
pet_153, 3357, 用功, 爆肝
pet_366, 3356, 愛, 天下無敵
pet_366, 3356, 愛, 心跳加快
pet_366, 3356, 愛, 心急如焚
pet_21, 3377, 宅味, 宅男
pet_21, 3367, 大腦, 腦神經
pet_21, 3367, 大腦, 知識
pet_21, 3367, 大腦, 視覺區
pet_21, 3367, 大腦, 聽覺區
pet_21, 3367, 大腦, 語言區
pet_21, 3354, 運動, 沒力
pet_21, 3389, 閒聊, 吃東西
pet_21, 3386, 偷吃, 追求快感
pet_321, 3386, 0分, 不想考上
pet_321, 3386, 0分, 氣父母
pet_321, 3386, 0分, 不想贏
pet_321, 3386, 0分, 真的不懂
pet_321, 3386, 0分, 沒唸書
pet_153, 3404, 不可能的事, 0分
pet_397, 3392, 雞蛋, 破掉
pet_181, 3386, 犧牲, 成全別人
pet_181, 3386, 犧牲, 愛
pet_181, 3386, 犧牲, 幸福
pet_181, 3386, 犧牲, 感動
pet_181, 3386, 犧牲, 勇敢
pet_383, 3384, 發票槓龜, 生氣
pet_115, 3357, 喝醉, 裸奔
pet_115, 3357, 許願, 裸奔
pet_115, 3357, 打賭輸了, 裸奔
pet_115, 3357, 愛現, 裸奔
pet_115, 3357, 想蹓鳥, 裸奔
pet_261, 3412, 朋友有難, 幫助他
pet_400, 3412, 沒錢, 找媽媽
pet_400, 3412, 沒錢, 貨款
pet_6493, 3412, 沒錢, 搶銀行
pet_4193, 3389, 看書, 無聊
pet_13376, 3389, 看書, 無聊
pet_401, 3389, 聽歌, 無聊
pet_401, 3389, 看tv, 無聊
pet_274, 3390, 陳水扁, 洗錢
pet_274, 3357, 寒流, 穿3雙襪子
pet_274, 3354, 體操, 青蛙跳到死
pet_32, 3357, 打發時間, 打麻將
pet_32, 3357, 朋友, 打麻將
pet_32, 3357, 親戚, 打麻將
pet_32, 3357, 大學生, 打麻將
pet_396, 3404, 入口網站, 雅虎
pet_108, 3355, 打球, 開心
pet_108, 3389, 不講話, 無言
pet_108, 3389, 無語, 無言
pet_108, 3389, 問蒼天, 無言
pet_108, 3353, 被當, 難過
pet_108, 3353, 不及格, 難過
pet_108, 3353, 被放鴿子, 難過
pet_108, 3353, 被罵, 難過
pet_15049, 3412, 肚子餓, 吃飯
pet_15049, 3412, 肚子餓, 吃飯
pet_15049, 3412, 肚子餓, 吃飯
pet_15515, 3412, 肚子餓, 吃飯
pet_14223, 3412, 肚子餓, 吃飯
pet_4193, 3412, 肚子餓, 吃飯
pet_15670, 3412, 肚子餓, 吃東西
pet_15205, 3412, 肚子餓, 吃東西
pet_13470, 3412, 肚子餓, 吃東西
pet_12688, 3412, 肚子餓, 吃東西
pet_15049, 3412, 肚子餓, 買東西
pet_15670, 3412, 肚子餓, 睡覺
pet_15049, 3412, 肚子餓, 睡覺
pet_108, 3412, 肚子餓, 運動
pet_108, 3356, 做愛, 疲憊
pet_108, 3356, 打電腦, 疲憊
pet_6463, 3356, 運動, 疲憊
pet_108, 3354, 開心, 翻滾
pet_108, 3385, 中樂透, 運氣好
pet_108, 3385, 中樂透, 很lucky
pet_196, 3385, 飆車, 心情不好
pet_196, 3385, 飆車, 不爽政府
pet_108, 3385, 中樂透, 踩到大便
pet_196, 3385, 飆車, 想回家拉屎
pet_352, 3386, 夢想, 努力實現
pet_402, 3360, 便秘, 做運動
pet_404, 3360, 便秘, 大便
pet_404, 3360, 便秘, 吃青菜
pet_404, 3360, 便秘, 看醫生
pet_404, 3385, 在泳池洗澡, 沒錢
pet_404, 3385, 在泳池洗澡, 搞怪
pet_301, 3380, 衛生紙, 思念
pet_301, 3380, 肩膀, 思念
pet_11459, 3380, 馬桶, 大便
pet_301, 3353, 求救, 打電話
pet_301, 3353, 生病, 打電話
pet_301, 3353, 有事, 打電話
pet_301, 3353, 想討論事情, 打電話
pet_406, 3356, 作錯事, 被罵
pet_406, 3356, 衰, 被罵
pet_406, 3356, 掃到颱風尾, 被罵
pet_406, 3356, 欠揍, 被罵
pet_406, 3356, 白目, 被罵
pet_325, 3385, 愛睏, 在上課
pet_325, 3385, 愛睏, 大腦要休息
pet_325, 3385, 愛睏, 有病
pet_325, 3357, 燒肉, 癌症
pet_325, 3357, 燒肉, 火災
pet_325, 3357, 燒肉, 飽腹感
pet_325, 3357, 燒肉, 焦味
pet_146, 3385, 想出去玩, 有時間
pet_408, 3385, 想出去玩, 想出去
pet_408, 3385, 想出去玩, 高興
pet_408, 3385, 想出去玩, 想玩
pet_289, 3392, 日本, 中國
pet_171, 3385, 暴怒, 看到爛題目
pet_12479, 3353, 尿急, 上廁所
pet_12479, 3353, 尿急, 上廁所
pet_171, 3353, 挫賽, 上廁所
pet_389, 3385, 變胖, 可愛
pet_171, 3377, 雞絲麵, 藥燉排骨麵
pet_171, 3377, 九孔, 夢中
pet_409, 3392, 寵物, 被主人打
pet_409, 3392, 寵物, 被丟棄
pet_409, 3392, 寵物, 被欺負
pet_409, 3392, 寵物, 攻擊
pet_389, 3356, 阿扁被抓, 開心
pet_171, 3366, 梯子, 腳
pet_389, 3393, 警察, 抓犯人
pet_389, 3393, 警察, 總統
pet_171, 3390, 恐龍, 你
pet_15712, 3393, 貓, 人
pet_13626, 3393, 貓, 人
pet_13460, 3393, 貓, 人
pet_410, 3355, 車禍, 哭泣
pet_410, 3355, 考零分, 哭泣
pet_410, 3355, 喪禮, 哭泣
