pet_16021, 3380, 枕頭, 睡覺
pet_15881, 3390, 小貓, 牛奶
pet_15762, 3377, 樹, 公園
pet_15662, 3353, 肚子餓, 吃餅乾
pet_15957, 3389, 出去玩, 無聊
pet_15974, 3393, 魚, 貓
pet_16058, 3391, 學生, 畢業
pet_15974, 3393, 貓, 老虎
pet_15722, 3384, 狗, 睡覺
pet_15881, 3367, 人, 肉
pet_16021, 3378, 花, 花園
pet_15872, 3353, 聽音樂, 睡覺
pet_15662, 3393, 狗, 老虎
pet_15662, 3393, 狗, 老虎
pet_15785, 3391, 學生, 上課
pet_14987, 3391, 學生, 上課
pet_16058, 3391, 學生, 上課
pet_15677, 3365, 眼睛, 五官
pet_15172, 3412, 上廁所, 脫褲子
pet_15872, 3353, 失戀, 喝酒
pet_14658, 3393, 老鼠, 黏鼠板
pet_15914, 3388, 打開音響, 聽音樂
pet_15974, 3415, 端午節, 包粽子
pet_15851, 3380, 鬧鐘, 睡覺
pet_16074, 3391, 小孩, 糖果
pet_15773, 3383, 小孩, 睡覺
pet_15881, 3367, 電腦, 主機板
pet_15764, 3384, 小狗, 睡覺
pet_16033, 3380, 立可白, 上課
pet_16033, 3386, 工作, 生存
pet_15898, 3391, 老闆, 錢
pet_16109, 3360, 洗澡, 洗頭髮
pet_15785, 3389, 喝酒, 失戀
pet_15840, 3356, 有錢, 快樂
pet_16109, 3380, 面紙, 上廁所
pet_15980, 3389, 哭, 悲傷
pet_14987, 3356, 無聊, 吃飯
pet_12413, 3412, 無聊, 吃飯
pet_15810, 3355, 生病, 吃藥
pet_15962, 3354, 玩, 開心
pet_14987, 3377, 飲料, 冰箱
pet_15696, 3371, 錢, 銀行
pet_15785, 3412, 肚子痛, 上廁所
pet_4106, 3409, 哭泣, 悲傷
pet_15843, 3355, 大便, 擦屁股
pet_15669, 3415, 肚子餓, 吃東西
pet_15851, 3355, 下雨, 打雷
pet_16115, 3388, 去吃飯, 吃飯
pet_16074, 3391, 小孩, 玩具
pet_16033, 3370, 思念, 心情
pet_15810, 3354, 失戀, 大哭
pet_15914, 3388, 帶耳機, 聽音樂
pet_14568, 3366, 電腦, 主機板
pet_14568, 3366, 電腦, 主機板
pet_14568, 3366, 電腦, 螢幕
pet_14568, 3366, 電腦, 螢幕
pet_16021, 3366, 紙, 紙漿
pet_16083, 3384, 小雞, 長大
pet_14987, 3380, 電視, 看電視
pet_15851, 3357, 做好事, 好運
pet_15764, 3355, 颱風, 水災
pet_15856, 3355, 颱風, 水災
pet_16058, 3389, 哭, 心情不好
pet_15851, 3387, 賣東西, 錢
pet_15662, 3389, 吹冷氣, 熱
pet_15669, 3360, 洗澡, 準備衣服
pet_15914, 3388, 開收音機, 聽音樂
pet_712, 3368, 奶茶, 奶精
pet_10369, 3368, 奶茶, 奶精
pet_15172, 3412, 上廁所, 洗手
pet_15773, 3385, 睡覺, 疲勞
pet_15172, 3383, 貓, 吃
pet_14987, 3395, 上班族, 上班
pet_15985, 3353, 考試, 唸書
pet_16076, 3415, 國慶日, 睡覺
pet_16021, 3385, 洗澡, 愛乾淨
pet_15662, 3386, 賺錢, 存錢
pet_15881, 3390, 小貓, 主人
pet_15773, 3354, 無聊, 發呆
pet_14795, 3385, 臉紅, 害羞
pet_15234, 3354, 看電視, 近視
pet_16033, 3390, 貓咪, 睡覺
pet_15681, 3383, 貓, 看家
pet_15662, 3353, 颱風天, 睡覺
pet_15669, 3378, 電腦, 網咖
pet_3298, 3393, 媽媽, 老鼠
pet_15985, 3385, 唸書, 要考試
pet_15840, 3377, 課本, 教室
pet_15840, 3377, 課本, 教室
pet_15946, 3366, 桌子, 竹子
pet_15662, 3357, 水災, 災難
pet_15881, 3380, 刀子, 吃牛排
pet_4663, 3385, 吃東西, 嘴饞
pet_15785, 3388, 叫外送, 吃飯
pet_15785, 3388, 叫外送, 吃飯
pet_14568, 3415, 情人節, 告白
pet_15914, 3353, 肚子餓, 找東西吃
pet_12203, 3388, 上網, 查資料
pet_14560, 3380, 衛生紙, 上大號
pet_15840, 3383, 媽媽, 買菜
pet_15841, 3393, 老鼠, 捕鼠夾
pet_15881, 3412, 肚子餓, 煮飯
pet_14987, 3391, 學生, 讀書
pet_16125, 3391, 學生, 讀書
pet_15851, 3355, 下雨, 淹水
pet_15950, 3358, 感冒, 頭痛
pet_16021, 3358, 感冒, 頭痛
pet_16021, 3358, 感冒, 頭痛
pet_15974, 3393, 人, 老虎
pet_16109, 3415, 假日, 休息
pet_12413, 3388, 開電腦, 聊天
pet_16083, 3384, 小雞, 吃飼料
pet_15677, 3354, 吃飯, 健康
pet_15773, 3393, 員工, 老闆
pet_15773, 3393, 員工, 老闆
pet_15872, 3354, 念書, 想睡覺
pet_15829, 3356, 難過, 流淚
pet_16021, 3373, 貓, 桌子
pet_16021, 3378, 浴缸, 浴室
pet_15950, 3389, 跳舞, 高興
pet_15950, 3389, 跳舞, 高興
pet_16033, 3356, 開心, 心情好
pet_14282, 3370, 兔子, 動物
pet_6856, 3370, 兔子, 動物
pet_15172, 3386, 睡覺, 長大
pet_16021, 3386, 睡覺, 長大
pet_1580, 3412, 想吃飯, 吃飯
pet_16021, 3387, 聯誼, 男朋友
pet_15985, 3354, 睡覺, 長高
pet_15810, 3386, 跳舞, 減肥
pet_15762, 3386, 談戀愛, 結婚
pet_15985, 3360, 打球, 熱身
pet_16076, 3383, 雞, 吃飯
pet_13247, 3391, 老師, 薪水
pet_16042, 3412, 無聊, 玩電腦
pet_15898, 3354, 吃東西, 變胖
pet_6499, 3383, 豬, 吃東西
pet_15883, 3380, 圓規, 考試
pet_15926, 3389, 分享, 開心
pet_16109, 3392, 學生, 作業
pet_16038, 3353, 洗澡, 唱歌
pet_10663, 3389, 睡覺, 上班
pet_15962, 3353, 逛街, 買東西
pet_15785, 3357, 股票, 財富
pet_12408, 3387, 睡覺, 健康的身體
pet_15837, 3415, 夜店, 跳舞
pet_64, 3415, 夜店, 跳舞
pet_15914, 3386, 上網, 找資料
pet_14568, 3366, 電腦, 鍵盤
pet_15974, 3393, 老鼠, 老虎
pet_16168, 3354, 太累, 睡著
pet_16001, 3356, 無聊, 看電影
pet_15957, 3358, 抽煙, 火災
pet_15722, 3384, 狗, 跳
pet_16033, 3370, 思念, 情緒
pet_10692, 3389, 吃飯, 飢餓
pet_15881, 3393, 大象, 獵人
pet_15974, 3415, 端午節, 立蛋
pet_16069, 3383, 人類, 睡覺
pet_16109, 3415, 假日, 逛街
pet_15843, 3378, 駱駝, 動物園
pet_15785, 3357, 樂透, 錢財
pet_15785, 3357, 樂透, 錢財
pet_15659, 3365, 金錢, 人生
pet_15941, 3380, 塑膠袋, 買東西
pet_15883, 3380, 尺, 考試
pet_9910, 3354, 約會, 興奮
pet_15810, 3378, 病床, 醫院
pet_15950, 3389, 唱歌, 高興
pet_15950, 3389, 唱歌, 高興
pet_15722, 3380, 廁所, 大便
pet_15898, 3380, 廁所, 大便
pet_14568, 3366, 電腦, 滑鼠
pet_14568, 3366, 電腦, 滑鼠
pet_15926, 3389, 吃東西, 開心
pet_15981, 3360, 洗手, 抹肥皂
pet_15851, 3354, 熬夜, 想睡覺
pet_6493, 3360, 考試, 唸書
pet_15881, 3390, 小貓, 撒嬌
pet_15677, 3370, 人類, 動物
pet_15773, 3415, 廁所, 拉屎
pet_15773, 3415, 廁所, 拉屎
pet_15840, 3415, 學校, 翹課
pet_16021, 3378, 馬桶, 浴室
pet_16021, 3366, 豆漿, 黃豆
pet_15829, 3354, 上網, 快樂
pet_16092, 3356, 肚子餓, 想吃飯
pet_15841, 3390, 小豬, 吃
pet_15696, 3383, 人, 運動
pet_15980, 3404, 開心, 微笑
pet_15981, 3360, 洗手, 開水
pet_13603, 3389, 洗澡, 累
pet_8758, 3389, 洗澡, 累
pet_15785, 3391, 老師, 下課
pet_15792, 3391, 老師, 下課
pet_3362, 3358, 地震, 房屋倒塌
pet_16122, 3387, 努力, 愛情
pet_8121, 3387, 努力, 愛情
pet_15950, 3389, 大笑, 高興
pet_15898, 3370, 電腦, 物品
pet_15898, 3370, 電腦, 物品
pet_13387, 3412, 生氣, 想打人
pet_15696, 3371, 錢, 皮包
pet_15696, 3371, 錢, 皮包
pet_15670, 3366, 糖果, 水果
pet_16076, 3383, 雞, 睡覺
pet_15669, 3415, 肚子餓, 吃飯
pet_16092, 3356, 肚子餓, 生氣
pet_15680, 3378, 椅子, 餐廳
pet_15914, 3384, 人, 死
pet_15662, 3357, 火災, 災難
pet_16038, 3353, 聽音樂, 唱歌
pet_15762, 3386, 談戀愛, 開心
pet_15901, 3353, 被打, 哭
pet_15893, 3353, 天冷, 吃火鍋
pet_16029, 3415, 國慶日, 看電視
pet_16033, 3412, 上課, 抄筆記
pet_5870, 3412, 上課, 發呆
pet_15662, 3409, 白色, 和平
pet_15696, 3383, 人, 聊天
pet_15773, 3415, 廁所, 照鏡子
pet_12134, 3393, 小孩, 壞人
pet_15981, 3389, 大叫, 興奮
pet_15722, 3393, 馬, 獅子
pet_16033, 3354, 睡覺, 打呼
pet_11335, 3368, 綠茶, 茶葉
pet_15962, 3353, 逛街, 花錢
pet_15852, 3385, 難過, 被罵
pet_15681, 3385, 肚子痛, 拉肚子
pet_15662, 3393, 老虎, 大象
pet_15851, 3388, 去圖書館, 看書
pet_4002, 3409, 罵人, 生氣
pet_864, 3391, 員工, 休假
pet_15669, 3356, 吃太飽, 想睡覺
pet_15722, 3378, 蠟像, 博物館
pet_15837, 3353, 運動, 流汗
pet_15837, 3412, 吃飯, 用湯匙
pet_15840, 3360, 喝湯, 拿碗
pet_15840, 3360, 喝湯, 拿碗
pet_16042, 3353, 坐車, 睡覺
pet_15837, 3415, 夜店, 喝酒
pet_16021, 3386, 睡覺, 放鬆
pet_14930, 3389, 運動, 無聊
pet_14568, 3395, 學生, 爛老師
pet_15898, 3370, 電腦, 東西
pet_15898, 3370, 電腦, 東西
pet_10233, 3380, 杯子, 喝茶
pet_15662, 3409, 綠色, 草地
pet_12939, 3409, 流淚, 難過
pet_15669, 3356, 肚子餓, 吃餅乾
pet_16088, 3385, 口渴, 運動
pet_15754, 3387, 減肥, 好身材
pet_15785, 3412, 吃飯, 拿碗
pet_15996, 3383, 約會, 吃飯
pet_15837, 3384, 老師, 罵人
pet_15172, 3383, 貓, 睡
pet_99, 3385, 煮飯, 肚子餓
pet_99, 3385, 煮飯, 肚子餓
pet_15872, 3383, 貓, 喝水
pet_15696, 3371, 錢, 口袋
pet_15696, 3371, 錢, 口袋
pet_15722, 3384, 狗, 跑
pet_651, 3370, 剪刀, 工具
pet_15843, 3370, 剪刀, 工具
pet_15900, 3357, 玩電腦, 近視
pet_15773, 3383, 小孩, 吃飯
pet_15773, 3383, 小孩, 玩
pet_15840, 3377, 筆, 教室
pet_16021, 3386, 賺錢, 老婆
pet_16042, 3412, 無聊, 打球
pet_15773, 3415, 廁所, 大號
pet_15773, 3415, 廁所, 大號
pet_15773, 3415, 廁所, 大號
pet_15946, 3391, 老師, 出作業
pet_16033, 3380, 原子筆, 上課
pet_4206, 3360, 睡覺, 閉眼
pet_15981, 3360, 煮飯, 買菜
pet_15837, 3415, 國慶日, 升旗
pet_15881, 3385, 開心, 中獎
pet_15841, 3390, 小豬, 睡
pet_16033, 3373, 地板, 腳
pet_16094, 3412, 生氣, 不爽
pet_12954, 3387, 努力, 名聲
pet_15722, 3386, 大便, 排泄
pet_16033, 3415, 生日, 買禮物
pet_12134, 3393, 人類, 獅子
pet_15851, 3354, 吃飽, 想睡覺
pet_15840, 3383, 兔子, 跳
pet_15922, 3353, 吃冰, 天氣熱
pet_7038, 3389, 大便, 吃太飽
pet_1691, 3389, 大便, 吃太飽
pet_15662, 3384, 睡覺, 夢遊
pet_8085, 3380, 電腦, 唸書
pet_15898, 3360, 吃飯, 肚子餓
pet_15981, 3360, 煮飯, 洗菜
pet_1580, 3409, 大海, 藍色
pet_15662, 3353, 肚子餓, 吃雞排
pet_16109, 3392, 學生, 考試
pet_7167, 3387, 積極, 女朋友
pet_16126, 3366, 筷子, 竹子
pet_6203, 3399, 睡覺, 快樂
pet_1996, 3399, 睡覺, 快樂
pet_15841, 3393, 老鼠, 拖鞋
pet_15840, 3383, 無聊, 打電動
pet_15810, 3395, 學生, 二一
pet_10233, 3388, 吃飯, 肚子餓
pet_15829, 3412, 讀書, 想睡覺
pet_15914, 3390, 陳水扁, 錢
pet_15810, 3389, 喝飲料, 看書
pet_15700, 3353, 寂寞, 看電視
pet_15985, 3378, 辣妹, 夜店
pet_15773, 3415, 廁所, 上廁所
pet_15837, 3391, 阿扁, 出獄
pet_16033, 3356, 開心, 微笑
pet_15851, 3380, 蚊帳, 睡覺
pet_16033, 3356, 想睡覺, 打瞌睡
pet_3362, 3385, 哭, 悲傷
pet_15677, 3354, 睡覺, 精神飽滿
pet_15950, 3358, 感冒, 喉嚨痛
pet_864, 3369, 麵包, 小麥
pet_15722, 3393, 兔子, 獅子
pet_15829, 3390, 小狗, 散步
pet_16021, 3387, 打扮, 女朋友
pet_16076, 3385, 高興, 中樂透
pet_11630, 3386, 休息, 工作
pet_8758, 3386, 休息, 工作
pet_15962, 3366, 桌子, 壓克力
pet_16021, 3373, 地板, 桌子
pet_15762, 3365, 血液, 身體
pet_15687, 3392, 學生, 體罰
pet_15840, 3380, 喝湯, 湯匙
pet_7167, 3387, 聯誼, 女朋友
pet_15872, 3387, 聯誼, 女朋友
pet_15985, 3385, 睡覺, 想睡了
pet_16036, 3385, 吃飯, 需要熱量
pet_4206, 3385, 看醫生, 感冒
pet_4206, 3385, 看醫生, 不舒服
pet_11194, 3409, 笑臉, 快樂
pet_5651, 3409, 笑臉, 快樂
pet_16076, 3388, 找人, 玩遊戲
pet_15722, 3393, 羊, 獅子
pet_864, 3415, 發薪日, 吃大餐
pet_864, 3415, 發薪日, 吃大餐
pet_15872, 3412, 煮飯, 洗米
pet_14568, 3366, 電腦, 記憶體
pet_16069, 3383, 人類, 吃飯
pet_16109, 3354, 讀書, 增長知識
pet_15962, 3409, 紫色, 顏色
pet_14568, 3366, 電腦, 顯示卡
pet_14568, 3366, 電腦, 顯示卡
pet_3298, 3393, 妹妹, 老鼠
pet_7173, 3366, 奶油, 牛奶
pet_16033, 3370, 思念, 習慣
pet_16033, 3370, 思念, 習慣
pet_15722, 3393, 羚羊, 獅子
pet_15837, 3353, 運動, 休息
pet_15773, 3385, 難過, 被甩
pet_16001, 3389, 休息, 運動完
pet_15762, 3360, 洗臉, 開水龍頭
pet_16094, 3353, 太熱, 吹冷氣
pet_16010, 3370, 台灣, 國家
pet_15840, 3366, 電視, 塑膠
pet_15881, 3412, 肚子餓, 買便當
pet_3362, 3358, 失眠, 頭痛
pet_16021, 3358, 失眠, 頭痛
pet_16021, 3365, 銀河, 宇宙
pet_16036, 3385, 吃飯, 需要體力
pet_15681, 3360, 洗澡, 去浴室
pet_14568, 3395, 學生, 被罵
pet_15662, 3386, 賺錢, 買車子
pet_5870, 3412, 上課, 打瞌睡
pet_15985, 3354, 睡覺, 心情好
pet_15706, 3378, 蛇, 動物園
pet_15754, 3387, 節食, 好身材
pet_15810, 3395, 學生, 唸書
pet_15881, 3383, 人, 喝水
pet_15840, 3356, 快樂, 高興
pet_15172, 3380, 肉, 烤肉
pet_15172, 3380, 肉, 烤肉
pet_15881, 3380, 肉, 烤肉
pet_15856, 3387, 搶銀行, 錢
pet_15840, 3391, 男人, 愛情
pet_16074, 3360, 刷牙, 起床
pet_15696, 3386, 聊天, 打發時間
pet_16033, 3355, 煮飯, 吃飯
pet_15773, 3415, 廁所, 小號
pet_15773, 3415, 廁所, 小號
pet_6856, 3353, 心情不好, 打人
pet_15962, 3353, 心情不好, 打人
pet_15843, 3355, 大便, 肚子餓
pet_14987, 3356, 開心, 吃飯
pet_9140, 3380, 吉他, 表演
pet_15851, 3387, 錢, 名牌包
pet_15785, 3391, 老師, 回家
pet_7642, 3380, 女人, 睡覺
pet_16033, 3353, 吃飯, 開心
pet_15681, 3383, 保全, 看家
pet_15785, 3357, 樂透, 財富
pet_4663, 3354, 唱歌, 口渴
pet_15872, 3392, 人, 沒錢
pet_7642, 3380, 女朋友, 睡覺
pet_16109, 3385, 喝水, 生病
pet_16021, 3380, 音響, 聽歌
pet_12730, 3415, 操場, 跑步
pet_16168, 3415, 操場, 跑步
pet_15851, 3393, 貓, 大狗
pet_15841, 3353, 白目, 打人
pet_15851, 3388, 買書, 看書
pet_14568, 3404, 肚子痛, 肚子叫
pet_15785, 3384, 電鍋, 煮飯
pet_5688, 3389, 吃飯, 睡醒
pet_12733, 3389, 唱歌, 想哭
pet_15962, 3353, 肚子痛, 睡覺
pet_15985, 3386, 活著, 自己
pet_16168, 3355, 闖紅燈, 車禍
pet_16021, 3353, 睡覺, 上床
pet_6476, 3387, 認真, 成就
pet_14987, 3353, 跑步, 喝水
pet_14987, 3353, 跑步, 喝水
pet_15810, 3353, 跑步, 流汗
pet_14987, 3353, 跑步, 睡覺
pet_15872, 3356, 運動, 累了
pet_15662, 3365, 食指, 手
pet_15662, 3365, 食指, 手
pet_6537, 3365, 牙齒, 嘴巴
pet_15669, 3378, 滑鼠, 網咖
pet_15669, 3378, 滑鼠, 網咖
pet_16021, 3412, 睡覺, 閉上眼
pet_15843, 3387, 結婚, 老婆
pet_15785, 3357, 樂透, 錢
pet_15872, 3383, 人, 唸書
pet_15753, 3358, 飆車, 車禍
pet_15851, 3378, 火車, 火車站
pet_15722, 3393, 斑馬, 獅子
pet_16104, 3360, 吃飯, 端菜
pet_15810, 3391, 買東西, 錢
pet_15881, 3366, 雕像, 石頭
pet_16033, 3412, 上課, 認真聽講
pet_16076, 3366, 漫畫, 紙
pet_15856, 3355, 下大雨, 水災
pet_15985, 3386, 活著, 家人
pet_4106, 3409, 哭泣, 傷心
pet_14658, 3383, 學生, 上學
pet_15941, 3380, 鈔票, 買東西
pet_15810, 3415, 生日, 老一歲
pet_15722, 3384, 電視, 播新聞
pet_15717, 3357, 電腦, 病毒
pet_14866, 3389, 洗澡, 晚上
pet_14568, 3415, 情人節, 加入去死團
pet_14568, 3415, 情人節, 加入去死團
pet_15785, 3389, 吃早餐, 早上
pet_15943, 3389, 洗澡, 很累
pet_13043, 3389, 洗澡, 很累
pet_15840, 3356, 愛, 做愛
pet_7642, 3380, 衛生紙, 喝水
pet_14573, 3386, 努力, 生活
pet_14987, 3356, 憤怒, 生氣
pet_15681, 3360, 洗澡, 拿換洗衣服
pet_15645, 3373, 輪胎, 汽車
pet_15843, 3373, 輪胎, 汽車
pet_15172, 3412, 上廁所, 拿衛生紙
pet_16109, 3354, 受傷, 難過
pet_15837, 3353, 運動, 喝飲料
pet_15985, 3360, 打球, 拉筋
pet_15992, 3388, 睡覺, 放輕鬆
pet_15681, 3383, 魯夫, 伸縮自如
pet_15681, 3383, 魯夫, 伸縮自如
pet_7642, 3380, 瓶子, 喝水
pet_15843, 3391, 工人, 放假
pet_7167, 3387, 主動, 女朋友
pet_16094, 3353, 太熱, 脫衣服
pet_15872, 3380, 寶特瓶, 喝水
pet_15662, 3395, 老師, 吵鬧
pet_15696, 3383, 人, 看書
pet_16025, 3412, 看電視, 很開心
pet_15748, 3388, 拿衛生紙, 哭
pet_15843, 3355, 飆車, 摔車
pet_15843, 3355, 飆車, 摔車
pet_14987, 3391, 學生, 談戀愛
pet_16033, 3355, 回家, 吃飯
pet_15881, 3383, 貓咪, 喝水
pet_15722, 3393, 兔子, 老虎
pet_15696, 3371, 飲料, 杯子
pet_15898, 3371, 飲料, 杯子
pet_15881, 3383, 大象, 喝水
pet_16109, 3392, 學生, 鴨蛋
pet_15950, 3358, 感冒, 打噴嚏
pet_15662, 3357, 土石流, 災難
pet_15662, 3357, 土石流, 災難
pet_15881, 3390, 小貓, 毛線球
pet_15680, 3378, 老闆, 餐廳
pet_15773, 3380, 肛門, 大便
pet_13247, 3391, 老師, 錢
pet_15881, 3383, 狗, 喝水
pet_16021, 3386, 唸書, 自己
pet_15840, 3356, 高興, 快樂
pet_651, 3370, 剪刀, 用具
pet_16033, 3360, 吃飯, 咀嚼
pet_16033, 3360, 吃飯, 咀嚼
pet_12905, 3389, 發呆, 累了
pet_15832, 3384, 冬天, 吃火鍋
pet_15992, 3388, 聽音樂, 放輕鬆
pet_16109, 3388, 聽音樂, 放輕鬆
pet_15974, 3384, 車子, 拋錨
pet_15881, 3390, 小雞, 吃東西
pet_2079, 3353, 被騙, 打人
pet_16057, 3415, 肚子餓時, 吃飯
pet_10488, 3380, 計算機, 算錢
pet_12576, 3389, 揍人, 心情不好
pet_16010, 3357, 讀書, 金錢
pet_16126, 3412, 難過, 發呆
pet_15677, 3356, 孤單, 寂寞
pet_15829, 3356, 傷心, 流淚
pet_16147, 3366, 房屋, 石頭
pet_16092, 3356, 肚子餓, 心情不好
pet_15851, 3353, 遲到, 生氣
pet_6059, 3412, 近視, 戴眼鏡
pet_16033, 3380, 螢光筆, 上課
pet_15829, 3384, 音響, 發出聲音
pet_16029, 3357, 四葉草, 好運
pet_15980, 3385, 吃飯, 需要營養
pet_13670, 3388, 肚子痛, 上廁所
pet_15985, 3412, 吃飯, 吃菜
pet_2079, 3415, 情人節, 哭
pet_15872, 3392, 失眠, 睡覺
pet_16084, 3390, 女人, 漂亮
pet_15840, 3378, 碗, 廚房
pet_15840, 3378, 碗, 廚房
pet_4440, 3368, 巧克力, 糖
pet_15722, 3386, 大便, 健康
pet_15662, 3353, 颱風天, 玩電腦
pet_15914, 3384, 人, 老
pet_15981, 3360, 煮飯, 切菜
pet_16010, 3395, 阿扁, 馬英九
pet_15872, 3354, 玩樂, 快樂
pet_16025, 3412, 睡覺, 安靜
pet_16025, 3412, 睡覺, 安靜
pet_15900, 3385, 快樂, 吃飽
pet_15851, 3353, 打麻將, 自摸
pet_15762, 3377, 鞦韆, 公園
pet_16010, 3357, 買樂透, 金錢
pet_156, 3389, 睡覺, 念書
pet_15843, 3373, 貓, 汽車
pet_7704, 3385, 讀書, 聰明
pet_15872, 3356, 熱, 流汗
pet_16033, 3380, 潤絲精, 洗澡
pet_12730, 3353, 天氣熱, 出去玩
pet_15974, 3393, 人, 貓
pet_16126, 3366, 筷子, 象牙
pet_15670, 3387, 多唸書, 好成績
pet_15773, 3415, 床上, 發呆
pet_3174, 3389, 發呆, 想事情
pet_15829, 3354, 上網, 打發時間
pet_15829, 3412, 讀書, 認真
pet_15851, 3366, 桌子, 檜木
pet_16122, 3384, 花, 開
pet_16122, 3384, 花, 凋謝
pet_15985, 3378, 正妹, 夜店
pet_16109, 3370, 筷子, 工具
pet_6856, 3353, 孤單, 唱歌
pet_15700, 3353, 寂寞, 睡覺
pet_15819, 3385, 生氣, 被當
pet_14503, 3380, 電腦, 寫功課
pet_5364, 3388, 上網, 打電動
pet_15881, 3357, 疾病, 痛苦
pet_11562, 3386, 睡覺, 工作
pet_16033, 3356, 想睡覺, 洗澡
pet_15881, 3380, 烤肉架, 烤肉
pet_15872, 3383, 考生, 唸書
pet_6856, 3353, 孤單, 談戀愛
pet_14658, 3383, 大人, 上班
pet_16021, 3353, 睡覺, 關燈
pet_15872, 3385, 睡著, 累了
pet_14282, 3370, 老虎, 動物
pet_15881, 3380, 牛排醬, 吃牛排
pet_7167, 3356, 愛, 高興
pet_15661, 3391, 宅男, 女朋友
pet_15810, 3391, 缺錢的人, 錢
pet_12302, 3378, 人類, 動物園
pet_15981, 3389, 吃東西, 傷心
pet_15901, 3353, 天氣冷, 開暖爐
pet_15700, 3353, 寂寞, 找朋友
pet_15773, 3385, 睡覺, 太累
pet_15872, 3377, 衣服, 房間
pet_16033, 3360, 吃飯, 張嘴
pet_14987, 3380, 遙控, 看電視
pet_16045, 3370, 桃子, 水果
pet_15662, 3389, 開冷氣, 熱
pet_15837, 3415, 圖書館, 讀書
pet_16033, 3370, 思念, 痛苦
pet_15898, 3353, 難過, 下大雨
pet_15898, 3353, 難過, 下大雨
pet_16109, 3391, 單身, 結婚
pet_15172, 3391, 單身, 結婚
pet_15669, 3356, 肚子餓, 吃零食
pet_15840, 3366, 電視, 液晶
pet_15662, 3409, 白色, 空白
pet_16021, 3378, 人, 浴室
pet_5870, 3389, 擦藥, 跌倒
pet_14987, 3391, 上班族, 上班
pet_9781, 3412, 心情不好, 逛街
pet_15172, 3380, 火, 烤肉
pet_15172, 3380, 火, 烤肉
pet_15837, 3412, 吃飯, 不說話
pet_16033, 3380, 叉子, 用餐
pet_16069, 3390, 兔子, 吃東西
pet_14987, 3391, 上班族, 領薪水
pet_15739, 3404, 黑暗, 黑色
pet_1757, 3415, 體育館, 打球
pet_3647, 3415, 錢櫃, 唱歌
pet_5189, 3385, 揍人, 生氣
pet_14266, 3386, 賺錢, 夢想
pet_13272, 3367, 班級, 學生
pet_15810, 3386, 跳舞, 運動
pet_15773, 3415, 床上, 賴床
pet_15773, 3415, 床上, 賴床
pet_15677, 3365, 眼睛, 生命
pet_9045, 3389, 玩樂, 無聊
pet_15872, 3383, 貓, 喝牛奶
pet_15992, 3388, 看電視, 放輕鬆
pet_16125, 3389, 吃餅乾, 餓
pet_15785, 3391, 教授, 賺錢
pet_15785, 3391, 教授, 賺錢
pet_16033, 3391, 教授, 賺錢
pet_8692, 3391, 教授, 賺錢
pet_8891, 3409, 悲傷, 憂鬱
pet_15792, 3391, 老師, 有教無類
pet_7774, 3388, 大哭, 發洩
pet_15662, 3393, 狗, 大象
pet_15662, 3393, 狗, 大象
pet_15840, 3378, 電鍋, 廚房
pet_15840, 3378, 電鍋, 廚房
pet_14282, 3370, 獅子, 動物
pet_16138, 3389, 煮飯, 餓
pet_15662, 3389, 吹電風扇, 熱
pet_15662, 3389, 吹電風扇, 熱
pet_16094, 3388, 用手抓, 抓癢
pet_15662, 3353, 肚子餓, 吃糖果
pet_15851, 3354, 發呆, 想睡覺
pet_15872, 3412, 上PTT, 看笨版
pet_15872, 3412, 上PTT, 看笨版
pet_15840, 3415, 家裡, 大便
pet_15785, 3391, 教授, 做研究
pet_15785, 3391, 教授, 做研究
pet_16033, 3391, 教授, 做研究
pet_15898, 3357, 逛街, 好心情
pet_15872, 3355, 火山爆發, 地震
pet_15840, 3354, 肚子痛, 想大便
pet_15957, 3358, 抽煙, 肺病
pet_15840, 3389, 打針, 生病
pet_15840, 3389, 打針, 生病
pet_15851, 3353, 打麻將, 贏錢
pet_15843, 3391, 沒錢, 工作
pet_16083, 3384, 小雞, 吃蟲
pet_15981, 3389, 哭泣, 傷心
pet_16021, 3392, 老師, 體罰
pet_15881, 3353, 肚子餓, 叫外賣
pet_15881, 3353, 肚子餓, 叫外賣
pet_15696, 3393, 學生, 考零分
pet_16109, 3415, 假日, 約會
pet_16033, 3387, 找房子, 房子
pet_15722, 3384, 電視, 播連續劇
pet_15172, 3412, 看電視, 戴眼鏡
pet_15893, 3412, 生病, 多喝水
pet_15881, 3367, 電腦, 主機
pet_15872, 3389, 出去玩, 開心
pet_13455, 3389, 出去玩, 開心
pet_16168, 3390, 男人, 正妹
pet_15669, 3360, 打掃, 拿掃把
pet_15881, 3386, 運動, 自己
pet_5870, 3412, 上課, 想睡覺
pet_15881, 3367, 電腦, 螢幕
pet_16033, 3366, 便當, 菜
pet_16069, 3390, 人, 吃東西
pet_15914, 3386, 上網, 上PTT
pet_15722, 3389, 按摩, 累
pet_15722, 3389, 按摩, 累
pet_16088, 3389, 吃飯, 累
pet_15387, 3389, 吃飯, 累
pet_15950, 3358, 感冒, 流鼻涕
pet_15773, 3415, 床上, 打滾
pet_13789, 3389, 洗澡, 想睡
pet_15872, 3354, 聽音樂, 想睡覺
pet_15832, 3384, 冬天, 下雪
pet_15872, 3412, 上PTT, 聊天
pet_15872, 3412, 上PTT, 聊天
