pet_14033, 3386, 睡覺, 休息
pet_211, 3366, 牛奶糖, 糖
pet_211, 3366, 牛奶糖, 糖
pet_211, 3366, 牛奶糖, 水
pet_211, 3366, 牛奶糖, 水
pet_211, 3366, 牛奶糖, 果膠
pet_211, 3366, 牛奶糖, 果膠
pet_10227, 3366, 牛奶糖, 色素
pet_211, 3366, 牛奶糖, 色素
pet_601, 3356, 有你, 有了呼吸
pet_601, 3356, 有你, 有了呼吸
pet_601, 3356, 有你, 有了想念
pet_601, 3356, 有你, 有了想念
pet_601, 3356, 有你, 有了怨恨
pet_601, 3356, 有你, 有了怨恨
pet_12657, 3367, 愛情, 體諒
pet_601, 3367, 愛情, 體諒
pet_229, 3356, 放假, 星期天
pet_601, 3356, 放假, 星期天
pet_11280, 3367, 車車, 金屬
pet_12767, 3367, 車車, 輪胎
pet_11280, 3367, 車車, 輪胎
pet_11280, 3367, 車車, 鐵片
pet_11280, 3367, 車車, 零件
pet_12479, 3391, 上PTT, 聊天
pet_229, 3391, 上PTT, 聊天
pet_11423, 3380, 閃光, 看電影
pet_9880, 3409, 閃光, 情人
pet_9880, 3409, 閃光, 情人
pet_211, 3409, 阿宅, 用功
pet_211, 3409, 阿宅, 用功
pet_211, 3409, 阿宅, 乖
pet_211, 3409, 阿宅, 乖
pet_211, 3409, 阿宅, 沒見識
pet_211, 3409, 阿宅, 沒見識
pet_211, 3409, 阿宅, 不愛玩
pet_211, 3409, 阿宅, 不愛玩
pet_11555, 3370, 魔獸, 娛樂
pet_11555, 3370, 電車男, 形容詞
pet_12078, 3404, 出去玩, 七月
pet_12078, 3404, 暑假, 七月
pet_12078, 3370, 張君雅, 小點心
pet_11865, 3377, 人, 北海道
pet_10224, 3356, 吵架, 不想理你
pet_9880, 3356, 吵架, 不想理你
pet_9964, 3391, 北極熊, 企鵝
pet_9632, 3391, 北極熊, 企鵝
pet_9964, 3391, 動物園, 企鵝
pet_9632, 3391, 動物園, 企鵝
pet_10056, 3353, 和閃光吵架, 生氣
pet_4206, 3353, 和閃光吵架, 生氣
pet_1322, 3391, 你, 海星
pet_10056, 3391, 你, 海星
pet_13805, 3370, 牙痛, 病
pet_10116, 3370, 牙痛, 病
pet_601, 3391, 鳥, 吃飼料
pet_10137, 3391, 鳥, 吃飼料
pet_601, 3391, 貓, 吃飼料
pet_10137, 3391, 貓, 吃飼料
pet_11081, 3391, 狗, 吃飼料
pet_601, 3391, 狗, 吃飼料
pet_10137, 3391, 狗, 吃飼料
pet_13673, 3393, 你, 二一
pet_9781, 3393, 你, 二一
pet_9781, 3393, 你, 二一
pet_9781, 3393, 我, 二一
pet_9781, 3393, 我, 二一
pet_10154, 3380, 剪刀, 剪頭毛
pet_9718, 3380, 剪刀, 剪頭毛
pet_10137, 3380, 剪刀, 剪頭毛
pet_9781, 3380, 剪刀, 剪頭毛
pet_9880, 3380, 剪刀, 剪頭毛
pet_9781, 3380, 梳子, 剪頭毛
pet_9880, 3380, 梳子, 剪頭毛
pet_10154, 3380, 刮鬍刀, 刮腳毛
pet_10225, 3380, 刮鬍刀, 刮腳毛
pet_10137, 3380, 刮鬍刀, 刮腳毛
pet_10137, 3380, 蜜蠟, 刮腳毛
pet_9602, 3380, 蜜蠟, 刮腳毛
pet_10276, 3380, 手, 拔鼻毛
pet_9781, 3380, 手, 拔鼻毛
pet_9781, 3409, 家族, 你
pet_9781, 3409, 家族, 你
pet_9781, 3409, 家族, 我
pet_9781, 3409, 家族, 我
pet_9781, 3409, 家族, 他
pet_9781, 3409, 家族, 他
pet_9781, 3412, 同居, 開心
pet_10104, 3412, 同居, 開心
pet_9781, 3409, 姓, 哈
pet_9781, 3409, 姓, 哈
pet_9837, 3412, 老了, 長皺紋
pet_9781, 3412, 老了, 長皺紋
pet_10152, 3388, 拿衛生紙, 哭
pet_11310, 3388, 拿衛生紙, 哭
pet_41, 3388, 拿衛生紙, 哭
pet_10276, 3383, 男家教, 教書
pet_41, 3383, 男家教, 教書
pet_10276, 3383, 男家教, 上課
pet_41, 3383, 男家教, 上課
pet_11001, 3415, 白天, 睡覺
pet_10255, 3415, 白天, 睡覺
pet_2312, 3415, 白天, 睡覺
pet_41, 3415, 白天, 睡覺
pet_2312, 3415, 白天, 看電視
pet_41, 3415, 白天, 看電視
pet_10255, 3415, 白天, 吃飯
pet_41, 3415, 白天, 吃飯
pet_9624, 3356, 累, 疲勞
pet_9474, 3356, 累, 疲勞
pet_9602, 3409, 錢多, 有錢
pet_10086, 3409, 錢多, 有錢
pet_9602, 3409, 錢多, 欠打
pet_9602, 3409, 錢多, 欠打
pet_9602, 3409, 錢多, 給我花
pet_9602, 3409, 錢多, 給我花
pet_9602, 3392, 大雄, 被胖虎揍
pet_9602, 3392, 大雄, 被胖虎揍
pet_9602, 3392, 大雄, 被靜香討厭
pet_9602, 3392, 大雄, 被靜香討厭
pet_9602, 3392, 大雄, 零分考卷
pet_9602, 3392, 大雄, 零分考卷
pet_9602, 3392, 大雄, 被小夫欺負
pet_9602, 3392, 大雄, 被小夫欺負
pet_11097, 3392, 大雄, 被媽媽罵
pet_9602, 3392, 大雄, 被媽媽罵
pet_10276, 3380, 剪刀, 拔鼻毛
pet_9602, 3380, 剪刀, 拔鼻毛
pet_9602, 3380, 刀片, 刮腳毛
pet_9880, 3380, 刀片, 刮腳毛
pet_9602, 3380, 乳液, 刮腳毛
pet_9880, 3380, 乳液, 刮腳毛
pet_11644, 3386, 賺錢, 購物
pet_9670, 3357, 被當的學分, 延畢
pet_10022, 3357, 被當的學分, 延畢
pet_10153, 3357, 被當的學分, 延畢
pet_10022, 3357, 被當的學分, 重修
pet_10153, 3357, 被當的學分, 重修
pet_1715, 3391, 居心不良的人, 做壞事
pet_3233, 3391, 居心不良的人, 做壞事
pet_10016, 3391, 居心不良的人, 做壞事
pet_11396, 3371, 小說, 書本
pet_11396, 3371, 圖片, 書本
pet_6237, 3389, 睡死, 想睡覺
pet_6237, 3389, 拉被子, 想睡覺
pet_10320, 3360, 跟小嬰兒玩, 注意安全
pet_9880, 3360, 跟小嬰兒玩, 注意安全
pet_10224, 3409, 閃光, 愛人
pet_9880, 3409, 閃光, 愛人
pet_9718, 3380, 剃刀, 剪頭毛
pet_9880, 3380, 剃刀, 剪頭毛
pet_13558, 3392, 大雄, 考試
pet_9880, 3392, 大雄, 考試
pet_11396, 3367, 家人, 媽媽
pet_11396, 3367, 家人, 爸爸
pet_11396, 3367, 家人, 姐姐
pet_10341, 3391, 缺錢的教授, 賺錢
pet_9781, 3391, 缺錢的教授, 賺錢
pet_13128, 3388, 吃麵, 吃飯
pet_9781, 3388, 吃麵, 吃飯
pet_9670, 3391, 白目的服務生, 小費
pet_10016, 3391, 白目的服務生, 小費
pet_11406, 3354, 追狗, 被狗咬
pet_11406, 3354, 學貓叫, 被狗咬
pet_11406, 3386, 念佛, 做好人
pet_11406, 3386, 念佛, 升天
pet_1358, 3354, 吃太飽, 很撐
pet_10022, 3354, 吃太飽, 很撐
pet_10086, 3415, 週末, 出去玩
pet_10086, 3415, 週末, 出去玩
pet_9624, 3415, 週末, 睡覺
pet_4634, 3415, 週末, 睡覺
pet_10097, 3415, 週末, 睡覺
pet_10086, 3415, 週末, 打電腦
pet_10086, 3415, 週末, 打電腦
pet_10086, 3393, 學生, 實驗室
pet_10086, 3393, 學生, 實驗室
pet_10086, 3393, 老師, 實驗室
pet_10086, 3393, 老師, 實驗室
pet_10086, 3393, 老師, 實驗室
pet_9624, 3393, 小白鼠, 實驗室
pet_10086, 3393, 小白鼠, 實驗室
pet_10086, 3393, 小白鼠, 實驗室
pet_10086, 3393, 小白鼠, 實驗室
pet_10086, 3393, 小朋友, 實驗室
pet_10086, 3393, 小朋友, 實驗室
pet_10086, 3393, 科學怪人, 實驗室
pet_10086, 3393, 科學怪人, 實驗室
pet_10086, 3415, 上廁所的時候, 唱歌
pet_10086, 3415, 上廁所的時候, 唱歌
pet_10086, 3415, 上廁所的時候, 看書
pet_10022, 3415, 上廁所的時候, 看書
pet_10086, 3415, 上廁所的時候, 抖腳
pet_10086, 3415, 上廁所的時候, 抖腳
pet_10086, 3415, 上廁所的時候, 打瞌睡
pet_10086, 3415, 上廁所的時候, 打瞌睡
pet_5506, 3415, 吃飯的時候, 聊天
pet_10022, 3415, 吃飯的時候, 聊天
pet_9691, 3415, 吃飯的時候, 聊天
pet_10107, 3355, 飛翔, 墜落
pet_9691, 3355, 飛翔, 墜落
pet_9624, 3378, 地鼠, 地洞裡
pet_10022, 3378, 地鼠, 地洞裡
pet_9624, 3378, 蚯蚓, 地洞裡
pet_10022, 3378, 蚯蚓, 地洞裡
pet_9632, 3378, 犯人, 監牢裡
pet_6607, 3378, 犯人, 監牢裡
pet_12375, 3378, 衣櫃, 房間
pet_9632, 3378, 衣櫃, 房間
pet_12116, 3380, 書桌, 念書
pet_9837, 3383, 店家, 賣東西
pet_9637, 3383, 店家, 賣東西
pet_2312, 3383, 店家, 賣東西
pet_11696, 3388, 約朋友一起去, 看電影
pet_12122, 3385, 沒拆隱形眼鏡, 沒有眼鏡
pet_12122, 3385, 沒拆隱形眼鏡, 眼睛黏住
pet_12122, 3385, 沒拆隱形眼鏡, 忘了
pet_12122, 3385, 沒拆隱形眼鏡, 睡覺
pet_13364, 3378, 墓碑, 墓園
pet_9624, 3378, 墓碑, 墓園
pet_13485, 3378, 鴨, 動物園
pet_10047, 3378, 鴨, 動物園
pet_12413, 3378, 鳥, 動物園
pet_480, 3378, 鳥, 動物園
pet_10047, 3378, 鳥, 動物園
pet_1339, 3378, 爆米花, 動物園
pet_3239, 3378, 爆米花, 動物園
pet_10002, 3354, 噴臉上, 不爽
pet_10047, 3354, 噴臉上, 不爽
pet_10288, 3391, 你後面那個人, 吃飯
pet_6607, 3391, 你後面那個人, 吃飯
pet_14503, 3380, 書桌, 寫功課
pet_9624, 3383, 攤販, 賣東西
pet_2312, 3383, 攤販, 賣東西
pet_10297, 3389, 聞聞看, 摳腳
pet_9718, 3389, 聞聞看, 摳腳
pet_10297, 3389, 舔舔看, 摳腳
pet_9718, 3389, 舔舔看, 摳腳
pet_10297, 3389, 吃吃看, 摳腳
pet_9718, 3389, 吃吃看, 摳腳
pet_9624, 3383, 玩具, 給人玩
pet_6961, 3383, 玩具, 給人玩
pet_6961, 3383, 玩具, 給人玩
pet_6961, 3383, 玩具, 組合
pet_6961, 3383, 玩具, 組合
pet_12548, 3354, 颱風天, 想睡覺
pet_12450, 3354, 颱風天, 想睡覺
pet_12552, 3386, 學開車, 可以載很多人
pet_4238, 3356, 有心事, 早起
pet_8869, 3375, 織女星, 數萬光年
pet_12300, 3380, 點數卡, 唱歌
pet_12548, 3380, 電視機, 不爽
pet_14302, 3385, 哭泣, 被打
pet_12375, 3390, 濟公, 喝酒
pet_12121, 3369, 書, 木頭
pet_11641, 3387, 努力用功讀書, 可愛的寵物
pet_11641, 3387, 自己存錢, 可愛的寵物
pet_14117, 3391, AV業者, 學生
pet_12013, 3377, 蜘蛛, 天花板上
pet_12013, 3377, 蟑螂, 天花板上
pet_12013, 3399, 紅茶, 阿薩姆
pet_12013, 3399, 紅茶, 錫蘭
pet_13357, 3367, 書本, 紙
pet_12321, 3367, 書本, 紙
pet_11874, 3356, 消化完了, 覺得餓
pet_11874, 3356, 份量太小, 覺得餓
pet_11922, 3356, 腦震盪, 想吐
pet_9722, 3378, 麥當勞叔叔, 麥當當
pet_9632, 3378, 麥當勞叔叔, 麥當當
pet_4106, 3357, 讀書, 忙碌
pet_4106, 3355, 辦事情, 精疲力盡
pet_4106, 3355, 辦事, 精疲力盡
pet_4106, 3355, 辦事, 精疲力盡
pet_4106, 3355, 做愛, 精疲力盡
pet_4106, 3355, 做愛, 精疲力盡
pet_4106, 3355, 暴風, 穿厚衣服
pet_601, 3415, 上課天, 打瞌睡
pet_601, 3415, 上課天, 打瞌睡
pet_9071, 3415, 上課天, 打瞌睡
pet_9788, 3355, 發現恐龍, 震驚
pet_10288, 3356, 下雨, 土石流來了
pet_10097, 3356, 下雨, 土石流來了
pet_10288, 3356, 颱風, 土石流來了
pet_9539, 3356, 颱風, 土石流來了
pet_10097, 3356, 颱風, 土石流來了
pet_10002, 3358, 胃炎, 看醫生
pet_11914, 3389, 築防水牆, 括颱風
pet_11914, 3389, 防颱, 括颱風
pet_11914, 3389, 帶雨傘, 括颱風
pet_11914, 3389, 買雨衣, 括颱風
pet_8616, 3389, 招牌掉落, 括颱風
pet_12756, 3384, 貓, 喝牛奶
pet_12142, 3384, 貓, 喝牛奶
pet_5803, 3388, 殺害, 上小號
pet_5803, 3388, 殺害, 上小號
pet_5803, 3388, 殺害, 上小號
pet_11635, 3415, 黑暗中, 開燈
pet_11863, 3415, 黑暗中, 開燈
pet_10161, 3415, 黑暗中, 開燈
pet_9791, 3415, 黑暗中, 開燈
pet_10234, 3390, 小老鼠, 吱吱叫
pet_9632, 3390, 小老鼠, 吱吱叫
pet_4634, 3390, 小老鼠, 吱吱叫
pet_10319, 3391, 你, 大補丸
pet_6607, 3391, 你, 大補丸
pet_9244, 3391, 你, 大補丸
pet_10133, 3356, 吃飯, 要上班
pet_10183, 3356, 吃飯, 要上班
pet_10588, 3384, 支持阿扁, 熱血
pet_11192, 3412, 快樂, 更快樂
pet_11192, 3355, 天氣冷, 進屋去
pet_11192, 3355, 天氣冷, 躲在被窩
pet_7895, 3378, 墾丁大街, 墾丁
pet_11399, 3378, 墾丁大街, 墾丁
pet_11567, 3370, 養雞, 無聊
pet_9788, 3357, 小鴨死掉, 烤鴨肉
pet_11491, 3387, 看書, 聰明的頭腦
pet_41, 3380, 垃圾袋, 倒垃圾
pet_11500, 3380, 垃圾袋, 倒垃圾
pet_10742, 3385, 快樂, 很多好友
pet_11426, 3386, 挺扁, 看醫生
pet_11426, 3386, 挺扁, 分一杯羹
pet_11426, 3386, 挺扁, 錢
pet_11426, 3386, 挺扁, 鑽石
pet_11426, 3386, 挺扁, 滅亡
pet_6464, 3356, 討厭, 哭哭
pet_12008, 3354, 金寶, 爽
pet_11644, 3392, 大學生, 債務
pet_11644, 3366, 植物, 細胞
pet_11644, 3412, 裸奔, 害羞
pet_11644, 3412, 裸奔, 犯法
pet_11644, 3412, 裸奔, 奔跑
pet_11644, 3412, 裸奔, 脫衣服
pet_3427, 3378, 活力, 年輕人
pet_10168, 3378, 活力, 年輕人
pet_11644, 3356, 看到鬼, 大哭
pet_11644, 3356, 看到鬼, 瘋掉
pet_11644, 3356, 看到鬼, 不敢睡
pet_11644, 3356, 看到鬼, 嚇到
pet_11644, 3386, 鳴人追著佐助, 情
pet_11644, 3386, 鳴人追著佐助, 愛
pet_11644, 3387, 生病, 痛風
pet_11644, 3356, 恨不得, 愛
pet_11644, 3393, 人類, 山獅
pet_4634, 3355, 熱戀, 變平淡
pet_4634, 3355, 熱戀, 分手
pet_4634, 3355, 熱戀, 結婚
pet_11874, 3388, 化妝, 逛街
pet_9880, 3388, 化妝, 逛街
pet_13673, 3378, 捷運, 捷運站
pet_12182, 3378, 捷運, 捷運站
pet_9880, 3378, 捷運, 捷運站
pet_8783, 3378, 廁所, 捷運站
pet_9880, 3378, 廁所, 捷運站
pet_9880, 3354, 飛, 爽
pet_10133, 3354, 飛, 爽
pet_9880, 3357, 超速, 車禍
pet_10022, 3357, 超速, 車禍
pet_10492, 3357, 酒駕, 車禍
pet_9880, 3357, 酒駕, 車禍
pet_9880, 3355, 中了樂透, 買房子
pet_8758, 3355, 中了樂透, 買房子
pet_8758, 3355, 中了樂透, 買房子
pet_10031, 3412, 蛋卷, 吃
pet_10022, 3412, 蛋卷, 吃
pet_9855, 3412, 蛋卷, 吃
pet_10180, 3412, 蛋卷, 吃
pet_9429, 3380, 刀, 項羽
pet_5868, 3380, 刀, 項羽
pet_10443, 3370, 學生, 義務
pet_9880, 3370, 學生, 義務
pet_13226, 3415, 勞動節, 上班
pet_9880, 3415, 勞動節, 上班
pet_10084, 3383, 統一獅, 打棒球
pet_9439, 3383, 統一獅, 打棒球
pet_10087, 3383, 令尊, 睡覺
pet_6430, 3383, 令尊, 睡覺
pet_12556, 3354, 劈腿, 不爽
pet_12557, 3384, 媽媽, 出門逛街
pet_12130, 3358, 敗血症, 重大疾病
pet_12311, 3354, 狗狗, 覺得窩心
pet_12130, 3358, 敗血症, 敗血
pet_11710, 3390, 小狗, 丟球
pet_8869, 3385, 想念, 有關心的人
pet_12556, 3354, 發瘋, 不爽
pet_9632, 3415, 電腦中毒, 掃毒
pet_10002, 3415, 電腦中毒, 掃毒
pet_10176, 3415, 電腦中毒, 掃毒
pet_10002, 3415, 電腦中毒, 清毒
pet_10176, 3415, 電腦中毒, 清毒
pet_10002, 3415, 電腦中毒, 重灌
pet_10176, 3415, 電腦中毒, 重灌
pet_9257, 3354, 改名, 改運
pet_10002, 3354, 改名, 改運
pet_10002, 3354, 改名, 變衰
pet_10002, 3354, 改名, 變衰
pet_10002, 3354, 改名, 變旺
pet_10002, 3354, 改名, 變旺
pet_10002, 3354, 改名, 變名字
pet_10002, 3354, 改名, 變名字
pet_13477, 3353, 吃飯, 吃肉
pet_10002, 3353, 吃飯, 吃肉
pet_10002, 3384, 太好笑, 肚子痛
pet_10180, 3384, 太好笑, 肚子痛
pet_9490, 3355, 恍神, 摔車
pet_10002, 3355, 恍神, 摔車
pet_11631, 3355, 飆車, 摔車
pet_10002, 3355, 飆車, 摔車
pet_9632, 3355, 飆車, 摔車
pet_9575, 3375, 愛人, 國
pet_10002, 3375, 愛人, 國
pet_13352, 3355, 喝醉, 睡覺
pet_10002, 3355, 喝醉, 睡覺
pet_9490, 3357, 洗臉, 乾淨
pet_10002, 3357, 洗臉, 乾淨
pet_9490, 3357, 洗臉, 涼爽
pet_10002, 3357, 洗臉, 涼爽
pet_12337, 3356, 學習倫理道德, 上小學
pet_12130, 3358, 敗血症, 細菌感染
pet_12130, 3358, 敗血症, 住院
pet_12311, 3354, 狗狗, 感到不孤單
pet_12337, 3356, 學習知識, 上小學
pet_12130, 3358, 敗血症, 死亡
pet_12311, 3358, 敗血症, 死亡
pet_12124, 3355, 停電, 無聊
pet_10980, 3356, 約會, 去陽明山
pet_9887, 3356, 約會, 去陽明山
pet_10120, 3383, 軍人, 抓壞人
pet_10174, 3383, 軍人, 抓壞人
pet_10398, 3357, 做公益, 好心情
pet_9966, 3357, 做公益, 好心情
pet_6606, 3366, 糖醋排骨, 糖
pet_6666, 3366, 糖醋排骨, 糖
pet_6606, 3366, 糖醋排骨, 醋
pet_6666, 3366, 糖醋排骨, 醋
pet_9632, 3390, 小老鼠, 吃東西
pet_9575, 3390, 小老鼠, 吃東西
pet_13440, 3371, 妳, 心
pet_8939, 3371, 妳, 心
pet_12142, 3404, 被罵, 生氣
pet_8939, 3404, 被罵, 生氣
pet_12481, 3377, 小公主, 洨王子
pet_12481, 3377, 小王子, 洨王子
pet_12481, 3384, 我, 買
pet_12481, 3360, 睡覺, 拖衣服
pet_12486, 3353, 淹大水, 跑路
pet_12433, 3354, 孤單, 惆悵若失
pet_12486, 3388, 躺沙發, 看電視
pet_12545, 3360, 休息, 閉眼
pet_12545, 3360, 休息, 洗香香
pet_13033, 3384, 你, 打電腦
pet_12486, 3384, 你, 打電腦
pet_13731, 3404, 有事, 有人敲門
pet_11710, 3404, 有事, 有人敲門
pet_13038, 3404, 有客人, 有人敲門
pet_13270, 3404, 有客人, 有人敲門
pet_11710, 3404, 有客人, 有人敲門
pet_12295, 3371, 行人, 道路
pet_3092, 3384, 他, 聽音樂
pet_11915, 3370, 地球, 星球
pet_12558, 3370, 地球, 星球
pet_10686, 3390, 爸爸, 小孩撒嬌
pet_10686, 3390, 爸爸, 放假
pet_12552, 3399, 在冬天吃冰, 冷
pet_11710, 3390, 小孩, 過年
pet_99, 3404, 心情差, 悶
pet_9317, 3404, 心情差, 悶
pet_10197, 3389, 咬人, 傷心
pet_9317, 3389, 咬人, 傷心
pet_13805, 3390, 螞蟻, 糖
pet_515, 3390, 螞蟻, 糖
pet_11108, 3390, 螞蟻, 糖
pet_10398, 3390, 螞蟻, 糖
pet_9848, 3412, 出事情, 哭
pet_10107, 3412, 出事情, 哭
pet_11186, 3385, 脫衣服, 要洗澡
pet_10878, 3385, 脫衣服, 要洗澡
pet_8758, 3385, 脫衣服, 要洗澡
pet_10334, 3355, 電腦中毒, 當機
pet_8758, 3355, 電腦中毒, 當機
pet_11917, 3393, 好神公仔, OPEN醬
pet_9848, 3392, 小孩, 住院
pet_8758, 3392, 小孩, 住院
pet_10227, 3388, 專心, 聽老師
pet_10176, 3388, 專心, 聽老師
pet_11926, 3385, 上O2板, 興趣
pet_12059, 3378, 運動器材, 體育館
pet_11971, 3357, 意外, 改變
pet_10353, 3391, 網球王子, 說還差的遠呢
pet_11722, 3378, 店小二, 食堂
pet_12060, 3384, 拉肚子, 對身體不好
pet_28, 3356, 賺錢, 要上班
pet_10176, 3356, 賺錢, 要上班
pet_10240, 3353, 計算機, 算數學
pet_10137, 3353, 計算機, 算數學
pet_12181, 3387, 兼差, 錢
pet_5361, 3387, 兼差, 錢
pet_10686, 3387, 兼差, 錢
pet_10137, 3387, 兼差, 錢
pet_10469, 3391, 把拔, 馬麻
pet_10137, 3391, 把拔, 馬麻
pet_9364, 3391, 把拔, 吃飯
pet_10137, 3391, 把拔, 吃飯
pet_10183, 3391, 把拔, 吃飯
pet_9364, 3391, 把拔, 大便
pet_10137, 3391, 把拔, 大便
pet_13405, 3356, 是你, 喜歡
pet_10137, 3356, 是你, 喜歡
pet_10137, 3391, 馬麻, 吃飯
pet_41, 3391, 馬麻, 吃飯
pet_9364, 3404, 害怕, 女生在尖叫
pet_601, 3404, 害怕, 女生在尖叫
pet_5703, 3404, 害怕, 女生在尖叫
pet_10319, 3404, 天氣好, 很多星星
pet_10319, 3404, 天氣好, 很多星星
pet_601, 3404, 天氣好, 很多星星
pet_10184, 3357, 白目, 車禍
pet_10022, 3357, 白目, 車禍
pet_10184, 3370, 風台, 風
pet_10022, 3370, 風台, 風
pet_11166, 3370, 餅乾, 點心
pet_10177, 3370, 餅乾, 點心
pet_11635, 3356, 亂把妹, 處處留情
pet_11635, 3356, 亂把妹, 形象變差
pet_11635, 3356, 亂把妹, 收一堆好人卡
pet_11635, 3356, 亂把妹, 冷眼
pet_11635, 3356, 亂把妹, 被吐嘲
pet_4634, 3409, 紅色, 納粹
pet_4634, 3390, 很多人, 玩遊戲
pet_4634, 3390, 大家都, 玩遊戲
pet_864, 3356, 被二一, 該用功
pet_864, 3356, 被二一, 被爸媽罵
pet_864, 3356, 被二一, 不能上學
pet_864, 3412, 沒穿衣服, 穿上衣服
pet_864, 3356, 被二一, 被退學
pet_864, 3356, 被二一, 要重考
pet_864, 3412, 沒穿衣服, 被笑
pet_864, 3412, 沒穿衣服, 丟臉
pet_10417, 3355, 上廁所, 洗手
pet_10068, 3355, 上廁所, 洗手
pet_4155, 3378, 綠茶, 每朝綠茶
pet_5703, 3378, 綠茶, 每朝綠茶
pet_9575, 3375, 愛人, 門
pet_10137, 3375, 愛人, 門
pet_10137, 3357, 打坐, 腳麻
pet_10174, 3357, 打坐, 腳麻
pet_10154, 3356, 無聊, 去陽明山
pet_10137, 3356, 無聊, 去陽明山
pet_10239, 3357, 唱題, 快樂
pet_10137, 3357, 唱題, 快樂
pet_9575, 3357, 唱題, 開心
pet_10137, 3357, 唱題, 開心
pet_10197, 3391, 我, 吃巧克力
pet_10197, 3391, 我, 吃巧克力
pet_12540, 3412, 排水溝, 踢水
pet_11710, 3388, 廳廣播, 睡覺
pet_11630, 3388, 拿棉被, 睡覺
pet_11021, 3354, 看動作片, 興奮不已
pet_12450, 3354, 颱風天, 租片子
pet_12311, 3385, 跳, 要越過坑洞
pet_11635, 3378, 趙雲, 三國
pet_13653, 3378, 呂布, 三國
pet_11635, 3378, 呂布, 三國
pet_11630, 3392, 傷心, 看書
pet_11630, 3392, 傷心, 打球
pet_11630, 3392, 傷心, 抽菸
pet_11630, 3392, 傷心, 喝酒
pet_9317, 3378, 周瑜, 三國
pet_9317, 3378, 諸葛亮, 三國
pet_10120, 3392, 喝水, 病
pet_10171, 3392, 喝水, 病
pet_229, 3360, 作蛋糕, 準備材料
pet_12346, 3357, 拜拜, 好彩頭
pet_12346, 3357, 拜拜, 零食
pet_12346, 3357, 拜拜, 財富
pet_10059, 3389, 快閃, 被閃
pet_10059, 3389, 快閃, 被閃
pet_229, 3357, 禱告, 信任感
pet_229, 3357, 禱告, 踏實感
pet_229, 3357, 禱告, 平安
pet_229, 3384, 壁燈, 亮
pet_229, 3384, 桌燈, 亮
pet_229, 3384, 燈塔, 亮
pet_229, 3388, 全力讀書, 金榜題名
pet_229, 3388, 全力以赴, 金榜題名
pet_229, 3388, 認真讀書, 金榜題名
pet_229, 3388, 用功, 金榜題名
pet_229, 3388, 努力, 金榜題名
pet_10197, 3389, 吃東西, 吞口水
pet_10161, 3389, 吃東西, 吞口水
pet_12141, 3384, 吸管, 漏水
pet_12141, 3384, 杯子, 漏水
pet_12141, 3384, 水壩, 漏水
pet_12822, 3384, 水壺, 漏水
pet_12573, 3384, 水壺, 漏水
pet_229, 3384, 水壺, 漏水
pet_9187, 3384, 水龍頭, 漏水
pet_229, 3384, 水龍頭, 漏水
pet_229, 3384, 水管, 漏水
pet_12141, 3384, 水管, 漏水
pet_229, 3384, 屋頂, 漏水
pet_12141, 3384, 屋頂, 漏水
pet_229, 3384, 馬桶, 漏水
pet_12105, 3354, 到笨版, 快樂
pet_12446, 3383, 起床後, 洗臉
pet_9071, 3383, 起床後, 洗臉
pet_11237, 3383, 起床後, 洗臉
pet_11286, 3387, 理智, 挺扁的衝動
pet_10756, 3358, 受傷, 行動遲緩
pet_2029, 3409, 倒扁, 下台
pet_11491, 3387, 打籃球, 健壯的身軀
pet_11286, 3355, 阿珍葛屁, 阿扁也死了
pet_2029, 3409, 倒扁, 不滿意
pet_13204, 3357, 問問題, 答案
pet_11426, 3357, 問問題, 答案
pet_11062, 3412, 看到有人倒扁, 不予置評
pet_11186, 3383, 在賓館, 睡覺
pet_10496, 3383, 幸妤, 崩潰
pet_11502, 3383, 貓, 舔身體的毛
pet_11221, 3355, 尿褲子, 哭
pet_10756, 3380, 上台痛罵, 倒扁
pet_10957, 3354, 老師露乳溝, 興奮
pet_864, 3412, 沒穿衣服, 感冒
pet_864, 3412, 沒穿衣服, 害羞
pet_864, 3388, 拿獎學金, 錢
pet_12397, 3388, 跟爸媽要, 錢
pet_864, 3388, 跟爸媽要, 錢
pet_4510, 3387, 對抗國民黨, 加入民進黨
pet_4510, 3387, 狂愛台灣, 加入民進黨
pet_11910, 3377, 便斗, 廁所
pet_11910, 3377, 人, 廁所
pet_11607, 3375, 小偷, 牆
pet_11609, 3375, 小偷, 牆
pet_14020, 3391, 公司, 上班族
pet_4510, 3355, 睡過頭, 被罰
pet_4510, 3355, 睡過頭, 扣薪
pet_4510, 3355, 睡過頭, 來不及付約
pet_4510, 3355, 睡過頭, 被裁員
pet_4510, 3357, 做壞事, 惡達
pet_10922, 3357, 刷牙, 好口氣
pet_12129, 3366, 牙籤, 塑材
pet_12129, 3358, 水庫破裂, 水災
pet_12129, 3358, 水管破裂, 水災
pet_7482, 3354, 運動, 結實
pet_11555, 3390, 電影明星, 抽菸
pet_11831, 3390, 我不, 喝酒
pet_139, 3384, 老師, 打成績
pet_139, 3384, 老師, 作家庭訪問
pet_139, 3384, 老師, 出回家作業
pet_10319, 3391, 我, 大補丸
pet_9244, 3391, 我, 大補丸
pet_10319, 3391, 他, 大補丸
pet_9244, 3391, 他, 大補丸
pet_13834, 3384, 人, 喝水
pet_7918, 3384, 人, 喝水
pet_11546, 3373, 鹽酥雞攤, 我家樓
